UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1718781960,2024-06-19 09:26:00+0200,2134.0,558.0,,,,,,
1718781900,2024-06-19 09:25:00+0200,2135.0,557.0,2494.0,25.902,4.195,0.019,9.202,-89.0
1718781840,2024-06-19 09:24:00+0200,2136.0,558.0,,,,,,
1718781780,2024-06-19 09:23:00+0200,2132.0,551.0,,,,,,
1718781720,2024-06-19 09:22:00+0200,608.0,158.0,,,,,,
1718781660,2024-06-19 09:21:00+0200,33.0,0.0,,,,,,
1718781600,2024-06-19 09:20:00+0200,32.0,0.0,2458.0,26.311,4.2,0.054,9.21,-89.0
1718781540,2024-06-19 09:19:00+0200,1634.0,395.0,,,,,,
1718781480,2024-06-19 09:18:00+0200,2416.0,582.0,,,,,,
1718781420,2024-06-19 09:17:00+0200,2419.0,583.0,,,,,,
1718781360,2024-06-19 09:16:00+0200,2419.0,583.0,,,,,,
1718781300,2024-06-19 09:15:00+0200,2416.0,599.0,2428.0,25.492,4.2,0.019,9.213,-97.0
1718781240,2024-06-19 09:14:00+0200,560.0,151.0,,,,,,
1718781180,2024-06-19 09:13:00+0200,25.0,0.0,,,,,,
1718781120,2024-06-19 09:12:00+0200,26.0,0.0,,,,,,
1718781060,2024-06-19 09:11:00+0200,533.0,216.0,,,,,,
1718781000,2024-06-19 09:10:00+0200,864.0,360.0,2410.0,25.492,4.2,0.016,9.21,-97.0
1718780940,2024-06-19 09:09:00+0200,864.0,359.0,,,,,,
1718780880,2024-06-19 09:08:00+0200,862.0,357.0,,,,,,
1718780820,2024-06-19 09:07:00+0200,862.0,350.0,,,,,,
1718780760,2024-06-19 09:06:00+0200,338.0,131.0,,,,,,
1718780700,2024-06-19 09:05:00+0200,23.0,0.0,2380.0,26.721,4.196,0.047,9.202,-97.0
1718780640,2024-06-19 09:04:00+0200,22.0,0.0,,,,,,
1718780580,2024-06-19 09:03:00+0200,596.0,235.0,,,,,,
1718780520,2024-06-19 09:02:00+0200,986.0,387.0,,,,,,
1718780460,2024-06-19 09:01:00+0200,985.0,385.0,,,,,,
1718780400,2024-06-19 09:00:00+0200,984.0,383.0,2367.0,27.541,4.194,0.113,9.199,-83.0
1718780340,2024-06-19 08:59:00+0200,994.0,378.0,,,,,,
1718780280,2024-06-19 08:58:00+0200,431.0,155.0,,,,,,
1718780220,2024-06-19 08:57:00+0200,32.0,0.0,,,,,,
1718780160,2024-06-19 08:56:00+0200,33.0,0.0,,,,,,
1718780100,2024-06-19 08:55:00+0200,663.0,234.0,2348.0,25.492,4.2,0.025,9.21,-87.0
1718780040,2024-06-19 08:54:00+0200,1163.0,414.0,,,,,,
1718779980,2024-06-19 08:53:00+0200,1162.0,413.0,,,,,,
1718779920,2024-06-19 08:52:00+0200,1161.0,412.0,,,,,,
1718779860,2024-06-19 08:51:00+0200,1157.0,409.0,,,,,,
1718779800,2024-06-19 08:50:00+0200,481.0,165.0,2320.0,26.311,4.194,0.045,9.199,-87.0
1718779740,2024-06-19 08:49:00+0200,33.0,0.0,,,,,,
1718779680,2024-06-19 08:48:00+0200,32.0,0.0,,,,,,
1718779620,2024-06-19 08:47:00+0200,794.0,257.0,,,,,,
1718779560,2024-06-19 08:46:00+0200,1337.0,434.0,,,,,,
1718779500,2024-06-19 08:45:00+0200,1340.0,435.0,2306.0,26.721,4.151,0.107,9.124,-87.0
1718779440,2024-06-19 08:44:00+0200,1340.0,436.0,,,,,,
1718779380,2024-06-19 08:43:00+0200,1340.0,448.0,,,,,,
1718779320,2024-06-19 08:42:00+0200,465.0,158.0,,,,,,
1718779260,2024-06-19 08:41:00+0200,22.0,0.0,,,,,,
1718779200,2024-06-19 08:40:00+0200,25.0,0.0,2277.0,25.492,4.196,0.022,9.202,-83.0
1718779140,2024-06-19 08:39:00+0200,307.0,152.0,,,,,,
1718779080,2024-06-19 08:38:00+0200,450.0,230.0,,,,,,
1718779020,2024-06-19 08:37:00+0200,450.0,230.0,,,,,,
1718778960,2024-06-19 08:36:00+0200,449.0,230.0,,,,,,
1718778900,2024-06-19 08:35:00+0200,450.0,229.0,2265.0,25.492,4.2,0.021,9.21,-83.0
1718778840,2024-06-19 08:34:00+0200,449.0,228.0,,,,,,
1718778780,2024-06-19 08:33:00+0200,450.0,226.0,,,,,,
1718778720,2024-06-19 08:32:00+0200,448.0,226.0,,,,,,
1718778660,2024-06-19 08:31:00+0200,212.0,93.0,,,,,,
1718778600,2024-06-19 08:30:00+0200,33.0,0.0,2247.0,25.492,4.2,0.037,9.21,-83.0
1718778540,2024-06-19 08:29:00+0200,33.0,0.0,,,,,,
1718778480,2024-06-19 08:28:00+0200,289.0,137.0,,,,,,
1718778420,2024-06-19 08:27:00+0200,500.0,245.0,,,,,,
1718778360,2024-06-19 08:26:00+0200,499.0,244.0,,,,,,
1718778300,2024-06-19 08:25:00+0200,501.0,243.0,2238.0,25.082,4.199,0.022,9.21,-81.0
1718778240,2024-06-19 08:24:00+0200,501.0,242.0,,,,,,
1718778180,2024-06-19 08:23:00+0200,226.0,104.0,,,,,,
1718778120,2024-06-19 08:22:00+0200,34.0,0.0,,,,,,
1718778060,2024-06-19 08:21:00+0200,34.0,0.0,,,,,,
1718778000,2024-06-19 08:20:00+0200,327.0,145.0,2226.0,25.492,4.199,0.023,9.21,-81.0
1718777940,2024-06-19 08:19:00+0200,562.0,261.0,,,,,,
1718777880,2024-06-19 08:18:00+0200,563.0,262.0,,,,,,
1718777820,2024-06-19 08:17:00+0200,563.0,261.0,,,,,,
1718777760,2024-06-19 08:16:00+0200,564.0,260.0,,,,,,
1718777700,2024-06-19 08:15:00+0200,275.0,119.0,2209.0,25.492,4.196,0.03,9.202,-81.0
1718777640,2024-06-19 08:14:00+0200,35.0,0.0,,,,,,
1718777580,2024-06-19 08:13:00+0200,37.0,0.0,,,,,,
1718777520,2024-06-19 08:12:00+0200,347.0,150.0,,,,,,
1718777460,2024-06-19 08:11:00+0200,615.0,275.0,,,,,,
1718777400,2024-06-19 08:10:00+0200,620.0,273.0,2199.0,25.492,4.193,0.023,9.199,-81.0
1718777340,2024-06-19 08:09:00+0200,617.0,275.0,,,,,,
1718777280,2024-06-19 08:08:00+0200,617.0,277.0,,,,,,
1718777220,2024-06-19 08:07:00+0200,286.0,119.0,,,,,,
1718777160,2024-06-19 08:06:00+0200,28.0,0.0,,,,,,
1718777100,2024-06-19 08:05:00+0200,27.0,0.0,2182.0,25.082,4.199,0.023,9.21,-81.0
1718777040,2024-06-19 08:04:00+0200,117.0,63.0,,,,,,
1718776980,2024-06-19 08:03:00+0200,202.0,126.0,,,,,,
1718776920,2024-06-19 08:02:00+0200,202.0,125.0,,,,,,
1718776860,2024-06-19 08:01:00+0200,202.0,123.0,,,,,,
1718776800,2024-06-19 08:00:00+0200,202.0,122.0,2175.0,25.492,4.199,0.032,9.21,-81.0
1718776740,2024-06-19 07:59:00+0200,120.0,60.0,,,,,,
1718776680,2024-06-19 07:58:00+0200,36.0,0.0,,,,,,
1718776620,2024-06-19 07:57:00+0200,35.0,0.0,,,,,,
1718776560,2024-06-19 07:56:00+0200,121.0,56.0,,,,,,
1718776500,2024-06-19 07:55:00+0200,230.0,128.0,2171.0,25.082,4.199,0.023,9.21,-81.0
1718776440,2024-06-19 07:54:00+0200,230.0,126.0,,,,,,
1718776380,2024-06-19 07:53:00+0200,231.0,124.0,,,,,,
1718776320,2024-06-19 07:52:00+0200,231.0,122.0,,,,,,
1718776260,2024-06-19 07:51:00+0200,137.0,58.0,,,,,,
1718776200,2024-06-19 07:50:00+0200,36.0,0.0,2161.0,25.082,4.199,0.023,9.21,-81.0
1718776140,2024-06-19 07:49:00+0200,36.0,0.0,,,,,,
1718776080,2024-06-19 07:48:00+0200,139.0,58.0,,,,,,
1718776020,2024-06-19 07:47:00+0200,251.0,124.0,,,,,,
1718775960,2024-06-19 07:46:00+0200,246.0,122.0,,,,,,
1718775900,2024-06-19 07:45:00+0200,245.0,119.0,2157.0,25.082,4.199,0.029,9.21,-81.0
1718775840,2024-06-19 07:44:00+0200,247.0,118.0,,,,,,
1718775780,2024-06-19 07:43:00+0200,127.0,42.0,,,,,,
1718775720,2024-06-19 07:42:00+0200,43.0,0.0,,,,,,
1718775660,2024-06-19 07:41:00+0200,41.0,0.0,,,,,,
1718775600,2024-06-19 07:40:00+0200,149.0,54.0,2151.0,25.082,4.199,0.024,9.21,-81.0
1718775540,2024-06-19 07:39:00+0200,264.0,121.0,,,,,,
1718775480,2024-06-19 07:38:00+0200,265.0,121.0,,,,,,
1718775420,2024-06-19 07:37:00+0200,264.0,121.0,,,,,,
1718775360,2024-06-19 07:36:00+0200,274.0,122.0,,,,,,
1718775300,2024-06-19 07:35:00+0200,193.0,69.0,2143.0,25.082,4.199,0.023,9.21,-81.0
1718775240,2024-06-19 07:34:00+0200,35.0,0.0,,,,,,
1718775180,2024-06-19 07:33:00+0200,36.0,0.0,,,,,,
1718775120,2024-06-19 07:32:00+0200,35.0,0.0,,,,,,
1718775060,2024-06-19 07:31:00+0200,33.0,0.0,,,,,,
1718775000,2024-06-19 07:30:00+0200,32.0,0.0,,25.492,4.199,0.028,9.213,-81.0
1718774702,2024-06-19 07:25:02+0200,45.0,1.0,2141.0,25.492,4.195,0.172,9.199,-81.0
1718774633,2024-06-19 07:23:53+0200,,,2141.0,24.672,4.198,0.069,9.207,-81.0
