UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1718967300,2024-06-21 12:55:00+0200,43.0,0.0,3471.0,25.082,4.195,0.024,9.202,-79.0
1718967240,2024-06-21 12:54:00+0200,44.0,0.0,,,,,,
1718967180,2024-06-21 12:53:00+0200,45.0,0.0,,,,,,
1718967120,2024-06-21 12:52:00+0200,43.0,0.0,,,,,,
1718967060,2024-06-21 12:51:00+0200,45.0,0.0,,,,,,
1718967000,2024-06-21 12:50:00+0200,43.0,0.0,3471.0,25.492,4.199,0.033,9.21,-79.0
1718966940,2024-06-21 12:49:00+0200,43.0,0.0,,,,,,
1718966880,2024-06-21 12:48:00+0200,43.0,0.0,,,,,,
1718966820,2024-06-21 12:47:00+0200,43.0,0.0,,,,,,
1718966760,2024-06-21 12:46:00+0200,44.0,0.0,,,,,,
1718966700,2024-06-21 12:45:00+0200,45.0,0.0,3471.0,25.082,4.199,0.024,9.21,-93.0
1718966640,2024-06-21 12:44:00+0200,44.0,0.0,,,,,,
1718966580,2024-06-21 12:43:00+0200,44.0,0.0,,,,,,
1718966520,2024-06-21 12:42:00+0200,45.0,0.0,,,,,,
1718966460,2024-06-21 12:41:00+0200,45.0,0.0,,,,,,
1718966400,2024-06-21 12:40:00+0200,44.0,0.0,3471.0,25.492,4.195,0.024,9.202,-93.0
1718966340,2024-06-21 12:39:00+0200,44.0,0.0,,,,,,
1718966280,2024-06-21 12:38:00+0200,45.0,0.0,,,,,,
1718966220,2024-06-21 12:37:00+0200,44.0,0.0,,,,,,
1718966160,2024-06-21 12:36:00+0200,45.0,0.0,,,,,,
1718966100,2024-06-21 12:35:00+0200,43.0,0.0,3471.0,25.902,4.199,0.069,9.21,-93.0
1718966040,2024-06-21 12:34:00+0200,43.0,0.0,,,,,,
1718965980,2024-06-21 12:33:00+0200,43.0,0.0,,,,,,
1718965920,2024-06-21 12:32:00+0200,41.0,0.0,,,,,,
1718965860,2024-06-21 12:31:00+0200,44.0,0.0,,,,,,
1718965800,2024-06-21 12:30:00+0200,45.0,0.0,3471.0,25.082,4.197,0.025,9.205,-93.0
1718965740,2024-06-21 12:29:00+0200,45.0,0.0,,,,,,
1718965680,2024-06-21 12:28:00+0200,45.0,0.0,,,,,,
1718965620,2024-06-21 12:27:00+0200,46.0,0.0,,,,,,
1718965560,2024-06-21 12:26:00+0200,45.0,0.0,,,,,,
1718965500,2024-06-21 12:25:00+0200,44.0,0.0,3471.0,25.492,4.195,0.025,9.202,-93.0
1718965440,2024-06-21 12:24:00+0200,44.0,0.0,,,,,,
1718965380,2024-06-21 12:23:00+0200,45.0,0.0,,,,,,
1718965320,2024-06-21 12:22:00+0200,45.0,0.0,,,,,,
1718965260,2024-06-21 12:21:00+0200,43.0,0.0,,,,,,
1718965200,2024-06-21 12:20:00+0200,46.0,0.0,3471.0,25.492,4.195,0.034,9.202,-93.0
1718965140,2024-06-21 12:19:00+0200,43.0,0.0,,,,,,
1718965080,2024-06-21 12:18:00+0200,44.0,0.0,,,,,,
1718965020,2024-06-21 12:17:00+0200,44.0,0.0,,,,,,
1718964960,2024-06-21 12:16:00+0200,44.0,0.0,,,,,,
1718964900,2024-06-21 12:15:00+0200,43.0,0.0,3471.0,25.492,4.195,0.025,9.202,-89.0
1718964840,2024-06-21 12:14:00+0200,44.0,0.0,,,,,,
1718964780,2024-06-21 12:13:00+0200,44.0,0.0,,,,,,
1718964720,2024-06-21 12:12:00+0200,42.0,0.0,,,,,,
1718964660,2024-06-21 12:11:00+0200,35.0,0.0,,,,,,
1718964600,2024-06-21 12:10:00+0200,33.0,0.0,3471.0,25.492,4.199,0.026,9.21,-89.0
1718964540,2024-06-21 12:09:00+0200,33.0,0.0,,,,,,
1718964480,2024-06-21 12:08:00+0200,34.0,0.0,,,,,,
1718964420,2024-06-21 12:07:00+0200,35.0,0.0,,,,,,
1718964360,2024-06-21 12:06:00+0200,50.0,14.0,,,,,,
1718964300,2024-06-21 12:05:00+0200,881.0,292.0,3471.0,25.492,4.191,0.043,9.194,-89.0
1718964240,2024-06-21 12:04:00+0200,1500.0,494.0,,,,,,
1718964180,2024-06-21 12:03:00+0200,1493.0,493.0,,,,,,
1718964120,2024-06-21 12:02:00+0200,1487.0,492.0,,,,,,
1718964060,2024-06-21 12:01:00+0200,1487.0,485.0,,,,,,
1718964000,2024-06-21 12:00:00+0200,895.0,282.0,3438.0,25.082,4.195,0.024,9.202,-83.0
1718963940,2024-06-21 11:59:00+0200,33.0,0.0,,,,,,
1718963880,2024-06-21 11:58:00+0200,33.0,0.0,,,,,,
1718963820,2024-06-21 11:57:00+0200,707.0,205.0,,,,,,
1718963760,2024-06-21 11:56:00+0200,1813.0,529.0,,,,,,
1718963700,2024-06-21 11:55:00+0200,1813.0,529.0,3422.0,25.492,4.195,0.023,9.204,-83.0
1718963640,2024-06-21 11:54:00+0200,1813.0,529.0,,,,,,
1718963580,2024-06-21 11:53:00+0200,1813.0,524.0,,,,,,
1718963520,2024-06-21 11:52:00+0200,1078.0,307.0,,,,,,
1718963460,2024-06-21 11:51:00+0200,31.0,0.0,,,,,,
1718963400,2024-06-21 11:50:00+0200,32.0,0.0,3385.0,25.902,4.196,0.056,9.202,-83.0
1718963340,2024-06-21 11:49:00+0200,809.0,213.0,,,,,,
1718963280,2024-06-21 11:48:00+0200,2132.0,558.0,,,,,,
1718963220,2024-06-21 11:47:00+0200,2135.0,558.0,,,,,,
1718963160,2024-06-21 11:46:00+0200,2134.0,558.0,,,,,,
1718963100,2024-06-21 11:45:00+0200,2134.0,555.0,3359.0,25.492,4.195,0.023,9.204,-97.0
1718963040,2024-06-21 11:44:00+0200,1248.0,323.0,,,,,,
1718962980,2024-06-21 11:43:00+0200,42.0,0.0,,,,,,
1718962920,2024-06-21 11:42:00+0200,42.0,0.0,,,,,,
1718962860,2024-06-21 11:41:00+0200,954.0,228.0,,,,,,
1718962800,2024-06-21 11:40:00+0200,2414.0,583.0,3339.0,25.492,4.195,0.023,9.202,-97.0
1718962740,2024-06-21 11:39:00+0200,2414.0,582.0,,,,,,
1718962680,2024-06-21 11:38:00+0200,2414.0,582.0,,,,,,
1718962620,2024-06-21 11:37:00+0200,2413.0,583.0,,,,,,
1718962560,2024-06-21 11:36:00+0200,1438.0,383.0,,,,,,
1718962500,2024-06-21 11:35:00+0200,22.0,0.0,3292.0,25.492,4.195,0.027,9.204,-97.0
1718962440,2024-06-21 11:34:00+0200,22.0,0.0,,,,,,
1718962380,2024-06-21 11:33:00+0200,305.0,120.0,,,,,,
1718962320,2024-06-21 11:32:00+0200,861.0,360.0,,,,,,
1718962260,2024-06-21 11:31:00+0200,866.0,360.0,,,,,,
1718962200,2024-06-21 11:30:00+0200,866.0,359.0,3279.0,25.492,4.195,0.041,9.204,-85.0
1718962140,2024-06-21 11:29:00+0200,863.0,352.0,,,,,,
1718962080,2024-06-21 11:28:00+0200,611.0,241.0,,,,,,
1718962020,2024-06-21 11:27:00+0200,32.0,0.0,,,,,,
1718961960,2024-06-21 11:26:00+0200,31.0,0.0,,,,,,
1718961900,2024-06-21 11:25:00+0200,335.0,125.0,3260.0,25.492,4.195,0.024,9.202,-85.0
1718961840,2024-06-21 11:24:00+0200,995.0,387.0,,,,,,
1718961780,2024-06-21 11:23:00+0200,995.0,386.0,,,,,,
1718961720,2024-06-21 11:22:00+0200,995.0,385.0,,,,,,
1718961660,2024-06-21 11:21:00+0200,995.0,381.0,,,,,,
1718961600,2024-06-21 11:20:00+0200,711.0,267.0,3235.0,25.492,4.196,0.029,9.204,-85.0
1718961540,2024-06-21 11:19:00+0200,31.0,0.0,,,,,,
1718961480,2024-06-21 11:18:00+0200,32.0,0.0,,,,,,
1718961420,2024-06-21 11:17:00+0200,370.0,126.0,,,,,,
1718961360,2024-06-21 11:16:00+0200,1163.0,413.0,,,,,,
