,Air ground truth count,Air Flow (ln/min),Air Flow (ln/min) STD,Air Flow (ln/min) STUNC,Air Pressure outlet (bar(a)),Air Pressure outlet (bar(a)) STD,Air Pressure outlet (bar(a)) STUNC,Air Temperature (°C),Air Temperature (°C) STD,Air Temperature (°C) STUNC,Total vol. flow (ln/min),Total vol. flow (ln/min) COMB-UNC,Air Vol. fraction,Air Vol. fraction COMB-UNC
2024-08-15 15:00:16,32,2.15587125,0.615399903049572,0.10878836114697407,1.00344915625,0.0005576604390591663,9.858136951455097e-05,23.645020250000005,0.0032384716868710433,0.000572486322616788,2.15587125,0.10878836114697407,1,0.07136324850678955
2024-08-15 15:00:17,32,3.0010403999999995,0.0004500933547609854,7.956601582962379e-05,1.00672335,0.0010332785348910792,0.0001826595647189957,23.646289875000004,0.00272866973389372,0.0004823652181136854,3.0010403999999995,7.956601582962379e-05,1,3.749477637496861e-05
2024-08-15 15:00:18,32,3.0005610437500003,5.1993063239235404e-05,9.19116189778109e-06,1.00950408125,0.0006615245354167539,0.00011694212122861678,23.646192312500006,0.004268196773326263,0.0007545177204643855,3.0005610437500003,9.19116189778109e-06,1,4.3319451330222085e-06
2024-08-15 15:00:19,32,3.0005665750000006,1.576259284938252e-05,2.786459073220241e-06,1.0112918187500002,0.00041576052918119023,7.349677238343177e-05,23.646094687500003,0.0037847143744060585,0.0006690492997491814,3.0005665750000006,2.786459073220241e-06,1,1.313301376206135e-06
2024-08-15 15:00:20,32,3.000523843750001,1.642063615288816e-05,2.90278579377605e-06,1.0124281000000002,0.0002748078334642755,4.8579620641443156e-05,23.646582812499997,0.00427793860356056,0.0007562398490193454,3.000523843750001,2.90278579377605e-06,1,1.3681474475775157e-06
2024-08-15 15:00:21,32,3.00048565,1.886400452357138e-05,3.334716379737757e-06,1.0131433875,0.00016464827916906513,2.910597867778543e-05,23.64795,0.003362041661451256,0.0005943306143609674,3.00048565,3.334716379737757e-06,1,1.571745937492767e-06
2024-08-15 15:00:22,32,3.0004493812499997,1.8330929008991387e-05,3.240481051926752e-06,1.013626075,0.00011842231490167644,2.0934305477696036e-05,23.647461937499997,0.004378122466213755,0.0007739500211812293,3.0004493812499997,3.240481051926752e-06,1,1.5273486301370834e-06
2024-08-15 15:00:23,33,3.0004211705882358,1.3927614866951967e-05,2.424486549092727e-06,1.0139214470588238,7.166189815418211e-05,1.2474735252015971e-05,23.64715188235294,0.003325525933637577,0.000578899759347513,3.0004211705882358,2.424486549092727e-06,1,1.1427534884530457e-06
2024-08-15 15:00:24,33,3.0004120249999997,2.273996481971863e-05,3.958519772331652e-06,1.0141048249999998,3.199253037819257e-05,5.5691846963272185e-06,23.647657000000002,0.0031767876017551253,0.0005530077391826552,3.0004120249999997,3.958519772331652e-06,1,1.8658078631562206e-06
2024-08-15 15:00:25,32,3.000391925,1.3321586492124836e-05,2.354946036186146e-06,1.01418930625,2.673420951392914e-05,4.725985209240302e-06,23.649121875,0.0027347000292534374,0.0004834312337990388,3.000391925,2.354946036186146e-06,1,1.109987197099662e-06
2024-08-15 15:00:26,32,3.00035255,1.5475184436149018e-05,2.7356519637283724e-06,1.014267925,1.3860615666964417e-05,2.45023383238276e-06,23.648731625000003,0.003527609310850822,0.0006235991162698549,3.00035255,2.7356519637283724e-06,1,1.2894471714789832e-06
2024-08-15 15:00:27,32,3.0003226187500003,3.062972888663268e-05,5.414622250410862e-06,1.0143053562500002,7.307071346746878e-06,1.291719924974659e-06,23.646583,0.004572522221560817,0.0008083153674979577,3.0003226187500003,5.414622250410862e-06,1,2.5522029443781693e-06
2024-08-15 15:00:28,32,3.0003067812499995,1.4046646990172414e-05,2.4831198349211303e-06,1.0143355437500001,9.931362360370293e-06,1.7556334178596677e-06,23.650098562499995,0.003097428997706119,0.0005475532621304619,3.0003067812499995,2.4831198349211303e-06,1,1.1704342267559923e-06
2024-08-15 15:00:29,32,3.0002911500000002,1.9053398646929766e-05,3.3681968469736563e-06,1.0143496625,6.367613367640801e-06,1.1256456480582298e-06,23.649414875,0.003822141212723486,0.0006756654925423379,3.0002911500000002,3.3681968469736563e-06,1,1.5876291411693297e-06
2024-08-15 15:00:30,32,3.000252675,2.437844676487854e-05,4.309541255560217e-06,1.0143733312499998,8.50958038527126e-06,1.5042954988693352e-06,23.6496106875,0.002881297525277151,0.0005093462546848727,3.000252675,4.309541255560217e-06,1,2.0313661385935223e-06
2024-08-15 15:00:31,32,3.00021325,1.9292347360176848e-05,3.4104374108468593e-06,1.0143905,2.1509687739606535e-06,3.80241151547023e-07,23.651172875000004,0.0035856122280578605,0.0006338526802912797,3.00021325,3.4104374108468593e-06,1,1.6075813411077403e-06
