,count,T (deg C),T (deg C) STD,T (deg C) STUNC,Vol. flow (ln/min),Vol. flow (ln/min) STD,Vol. flow (ln/min) STUNC
2024-08-15 15:00:18,101,24.31915841584158,0.03699371099883509,0.003681011824772124,3.423627263028762,0.002770840213743308,0.0002757089060803987
2024-08-15 15:00:19,101,24.324009900990095,0.033459078005678905,0.0033293026965787583,3.4234888331307656,0.0023740049202223314,0.0002362223185362718
2024-08-15 15:00:20,100,24.3306,0.033471531699989884,0.0033471531699989883,3.4237446348028824,0.003191036254616001,0.0003191036254616001
2024-08-15 15:00:21,101,24.335247524752475,0.035492085298160114,0.0035315944829774504,3.4237237444728192,0.002686446326990012,0.00026731140048580874
2024-08-15 15:00:22,101,24.3360396039604,0.03530805029793595,0.0035132823160251157,3.42343849498604,0.0029345133223477615,0.00029199498909026966
2024-08-15 15:00:23,100,24.3455,0.03401945373346284,0.0034019453733462835,3.42367260930747,0.00258710884746388,0.000258710884746388
2024-08-15 15:00:24,102,24.345637254901963,0.03738130766421697,0.0037013009936979558,3.4235911133316916,0.0025118645661416227,0.0002487116528455298
2024-08-15 15:00:25,101,24.34841584158416,0.03241088314956341,0.0032250034101365863,3.423551755811673,0.0022741711216815795,0.00022628848429747381
2024-08-15 15:00:26,100,24.3537,0.03470379713163289,0.003470379713163289,3.423477716790472,0.0027294465498611713,0.0002729446549861171
2024-08-15 15:00:27,101,24.360495049504948,0.03051642959534266,0.0030364982359790717,3.4232497269433155,0.0024136437599875118,0.00024016653051058473
2024-08-15 15:00:28,101,24.363762376237627,0.03608604952467102,0.0035906961324807165,3.4234426898314334,0.002655284317160299,0.00026421066461558335
2024-08-15 15:00:29,100,24.3684,0.03466928894511081,0.003466928894511081,3.4232404563349963,0.002480923650610572,0.00024809236506105717
2024-08-15 15:00:30,101,24.3690099009901,0.03811836697695866,0.0037929192772146185,3.4234468846768276,0.00251089919933434,0.0002498438084206153
2024-08-15 15:00:31,101,24.378465346534654,0.037534934223050355,0.003734865548402079,3.4235601455024605,0.0028177225843048362,0.00028037387630779135
2024-08-15 15:00:32,101,24.371089108910887,0.029627723169322655,0.002948068641472221,4.89049338488328,1.0634210921454572,0.10581435355384537
2024-08-15 15:00:33,100,24.37245,0.033601158890548266,0.0033601158890548266,5.700953539282775,0.0038813950058979494,0.00038813950058979495
2024-08-15 15:00:34,101,24.37564356435643,0.03275410940887134,0.0032591556994033912,5.700518030433986,0.004186637027413616,0.00041658595441867454
2024-08-15 15:00:35,102,24.385196078431367,0.03690314838474698,0.0036539561701260854,5.69940569726372,0.004136217181160392,0.0004095465279143868
2024-08-15 15:00:36,100,24.385650000000002,0.0323386046936994,0.0032338604693699403,5.700487491959519,0.005001121032241088,0.0005001121032241088
2024-08-15 15:00:37,101,24.39178217821782,0.03333604774426487,0.0033170607280159367,5.697904641753624,0.004546556160369007,0.0004523992466945494
2024-08-15 15:00:38,101,24.39490099009901,0.03489971488436387,0.0034726514237667164,5.698315736602218,0.004938429233445243,0.0004913920748498225
2024-08-15 15:00:39,100,24.39725,0.032670492973187595,0.0032670492973187596,5.698559750758779,0.004074508576337703,0.0004074508576337703
2024-08-15 15:00:40,102,24.398823529411768,0.031958950082726555,0.003164407590052588,5.698558338494163,0.004600437110162128,0.00045551115012457436
2024-08-15 15:00:41,101,24.40514851485149,0.03491028104688173,0.0034737027962330235,5.694372581932009,0.00494901651525041,0.00049244554876376
2024-08-15 15:00:42,100,24.401549999999993,0.03639496440915171,0.0036394964409151706,5.6967209822288405,0.005348009474761821,0.0005348009474761821
2024-08-15 15:00:43,101,24.40866336633664,0.03262584166813859,0.0032463925821700607,5.698617765470575,0.004679209410563099,0.0004655987384290846
2024-08-15 15:00:44,101,24.41297029702971,0.036084471853013,0.00359053914828335,5.700669044868165,0.0038675157363729927,0.00038483219914135
2024-08-15 15:00:45,101,24.422623762376237,0.0348395899761029,0.003466668771788953,5.698236034539736,0.0048795573264231295,0.0004855341011552638
2024-08-15 15:00:46,101,24.424851485148512,0.031244643105215356,0.0031089581884527397,5.70043413352611,0.004608252290346137,0.00045853824107647674
2024-08-15 15:00:47,101,24.42128712871287,0.03894645982208488,0.0038753175949993576,7.288279596539001,1.0208010281130286,0.10157349867770561
2024-08-15 15:00:48,101,24.421584158415836,0.0401243734721759,0.003992524383869014,7.981356147354813,0.004348453258339013,0.00043268727119371236
2024-08-15 15:00:49,100,24.431799999999996,0.03371388827510489,0.003371388827510489,7.98114938342535,0.004169191199837021,0.0004169191199837021
2024-08-15 15:00:50,101,24.424900990099008,0.033451309376613204,0.003328529689095027,7.979946679302484,0.005224729026414497,0.0005198799690052054
2024-08-15 15:00:51,101,24.43841584158416,0.03758277992025923,0.003739626373213514,7.981100261785789,0.005199765917516849,0.0005173960468315632
2024-08-15 15:00:52,101,24.43237623762376,0.039125401335998615,0.003893122941121022,7.980617854565497,0.005336855218493548,0.0005310369421167337
2024-08-15 15:00:53,100,24.438299999999998,0.036709479138035316,0.0036709479138035315,7.981912006317953,0.004852967989746942,0.0004852967989746942
2024-08-15 15:00:54,102,24.449950980392153,0.03290772501048872,0.003258350306408746,7.981928538121395,0.004665095738486333,0.0004619133083213197
2024-08-15 15:00:55,101,24.444158415841578,0.03574261676857673,0.003556523296015703,7.982094440144128,0.004806780993673464,0.0004782925853899623
2024-08-15 15:00:56,100,24.445799999999995,0.03465355229797781,0.0034653552297977813,7.983509277598565,0.004321152097376002,0.00043211520973760023
2024-08-15 15:00:57,101,24.457475247524755,0.032761438936471036,0.0032598850146582274,7.983352893762282,0.004590659104026071,0.0004567876536082008
2024-08-15 15:00:58,101,24.45836633663366,0.034489918171047525,0.0034318751267491576,7.982992137058411,0.004981367654156516,0.0004956646073994824
2024-08-15 15:00:59,100,24.462049999999994,0.037605709592286506,0.0037605709592286505,7.984072771180319,0.005013365788907177,0.0005013365788907177
2024-08-15 15:01:00,102,24.471225490196076,0.031303657099085794,0.003099523916284413,7.984441538393855,0.004705722031105808,0.0004659359107030621
2024-08-15 15:01:01,100,24.474249999999998,0.03311576724770305,0.003311576724770305,7.983208465235371,0.0044956158164866375,0.00044956158164866376
2024-08-15 15:01:02,101,24.46871287128713,0.036032301240321425,0.003585347978296934,7.983726235002334,0.005095902086457871,0.000507061209369426
2024-08-15 15:01:03,101,24.491980198019807,0.03300817480504485,0.003284436151197199,3.4453733415504346,2.525502607793832,0.25129690187271747
2024-08-15 15:01:04,100,24.500999999999994,0.03767886635365998,0.0037678866353659983,1.9321898342798207,0.0035322018561287573,0.0003532201856128757
2024-08-15 15:01:05,102,24.506862745098033,0.03438945245150863,0.003405063184917444,1.9314837019718576,0.03000489863480913,0.0029709276660520433
2024-08-15 15:01:06,101,24.516435643564353,0.03380337729919431,0.003363561756739844,1.9346249420309454,0.018149250484190832,0.001805917920620653
2024-08-15 15:01:07,101,24.514752475247526,0.03552024941933653,0.0035343969177774616,1.9339705461495058,0.025133548484437537,0.0025008815463961258
2024-08-15 15:01:08,100,24.51975,0.03530798833697606,0.0035307988336976057,1.9341345226559512,0.010815351237421323,0.0010815351237421322
2024-08-15 15:01:09,101,24.525594059405936,0.03161714035703461,0.0031460230503338573,1.9344445636790097,0.01025346058758477,0.0010202574612999213
2024-08-15 15:01:10,100,24.532050000000005,0.03406837302255621,0.0034068373022556214,1.9362529195798408,0.003258015470876176,0.00032580154708761763
2024-08-15 15:01:11,102,24.52921568627451,0.03767858531193174,0.003730735866944622,1.9361192528876625,0.0016988097696595881,0.00016820723194132113
2024-08-15 15:01:12,100,24.533049999999992,0.03479300260545262,0.0034793002605452623,1.9359987119489739,0.0014533855374373398,0.00014533855374373398
2024-08-15 15:01:13,101,24.5390099009901,0.034322148839927014,0.0034151814543650016,1.935862421422128,0.0016200618907951634,0.00016120218317831019
2024-08-15 15:01:14,101,24.542079207920793,0.03872510378767686,0.003853291846348019,1.9359924616293371,0.0016589567174744512,0.0001650723630835765
2024-08-15 15:01:15,101,24.547524752475248,0.033545668590566326,0.0033379187818072605,1.9359379286392173,0.0012445442470774568,0.0001238367810703959
2024-08-15 15:01:16,101,24.554356435643566,0.03403427218508297,0.0033865366565886943,1.9358833956490973,0.0013419391059541696,0.00013352793174215417
2024-08-15 15:01:17,101,24.553217821782184,0.03538067380941087,0.0035205086255052347,1.9359043698760665,0.0016154257566642692,0.000160740870590406
2024-08-15 15:01:18,101,24.558514851485143,0.03650715378152234,0.0036325975721329972,1.9360260203924877,0.0014755667854404694,0.00014682438281518706
2024-08-15 15:01:19,100,24.56075,0.032077675612912956,0.003207767561291296,1.9359393968351055,0.0013483917007773934,0.00013483917007773934
2024-08-15 15:01:20,100,24.565099999999997,0.037009280845307774,0.0037009280845307774,1.936015659124365,0.0015144312006664844,0.00015144312006664843
2024-08-15 15:01:21,102,24.56343137254902,0.03632213132292811,0.003596426908507337,1.935824338806102,0.0015359357953219051,0.00015208030539079086
2024-08-15 15:01:22,101,24.57237623762376,0.03519654854815979,0.003502187477245039,1.9359421234846106,0.0017226453234389979,0.00017140961623631184
2024-08-15 15:01:23,101,24.579009900990098,0.03565823749135811,0.0035481272441241466,1.9357785245142514,0.0015008724197514548,0.0001493423875413155
2024-08-15 15:01:24,100,24.57545,0.030978120333453776,0.003097812033345378,1.9354479287487627,0.0014598583936518287,0.00014598583936518286
2024-08-15 15:01:25,101,24.583762376237623,0.036880929628970036,0.0036697896590342683,1.9355813667807404,0.0014854464630284004,0.0001478074474779146
2024-08-15 15:01:26,100,24.578250000000004,0.037868559225005996,0.0037868559225005998,2.6179064449552296,0.7221421019296861,0.07221421019296861
2024-08-15 15:01:27,102,24.577843137254902,0.03532388895144811,0.003497586185365724,3.4268476293872405,0.001974482229947242,0.00019550287286333666
2024-08-15 15:01:28,100,24.579800000000006,0.03414851698275072,0.003414851698275072,3.425320722114256,0.002123526221771064,0.0002123526221771064
2024-08-15 15:01:29,101,24.57757425742574,0.035118469936674016,0.003494418365026209,3.4252758372685412,0.0018835188413395506,0.00018741712955940807
2024-08-15 15:01:30,100,24.585049999999995,0.03254751771012526,0.003254751771012526,3.4252529334126915,0.0018951536844895981,0.0001895153684489598
2024-08-15 15:01:31,101,24.58019801980198,0.035085045190787555,0.003491092478503174,3.4254646053112645,0.0017651937329730134,0.00017564334122337493
2024-08-15 15:01:32,102,24.583039215686263,0.03672992725032843,0.003636804722062469,3.4255807449523648,0.0017855956469267594,0.0001768003142554376
2024-08-15 15:01:33,101,24.58777227722772,0.033049018499229026,0.00328850025066708,3.425376513557994,0.001955425459295198,0.00019457210546821715
2024-08-15 15:01:34,100,24.58724999999999,0.03712778234990905,0.003712778234990905,3.425481720280471,0.0019172783678968706,0.00019172783678968706
2024-08-15 15:01:35,100,24.58375,0.034210983823056346,0.0034210983823056347,3.4252232758557564,0.0018467314409450013,0.00018467314409450014
2024-08-15 15:01:36,102,24.585539215686275,0.0324564206126111,0.003213664512339437,3.4253855201378105,0.0018341224835850972,0.00018160518706400596
2024-08-15 15:01:37,101,24.59084158415842,0.03309886181525528,0.0032934598459800316,3.4250241465449114,0.002010580776505208,0.00020006026465439603
2024-08-15 15:01:38,100,24.5926,0.03398217001293299,0.0033982170012932986,3.424706387006329,0.0022055140932066225,0.00022055140932066225
2024-08-15 15:01:39,101,24.594009900990095,0.03620787070500145,0.003602817792979122,3.4249024960284897,0.001992948045908051,0.00019830574238348354
2024-08-15 15:01:40,101,24.593465346534654,0.035233099311992346,0.0035058244141794367,3.4247179228311597,0.002033765915365129,0.00020236727219697647
2024-08-15 15:01:41,100,24.592849999999995,0.03439414297096365,0.0034394142970963653,5.470310955797356,0.617426256729245,0.0617426256729245
2024-08-15 15:01:42,102,24.597058823529412,0.03476478915424126,0.0034422270563174125,5.703713104342296,0.004893681058354843,0.0004845466276041539
2024-08-15 15:01:43,100,24.58665,0.03549829274597298,0.003549829274597298,5.702228814230956,0.003973121173710329,0.00039731211737103285
2024-08-15 15:01:44,101,24.592772277227716,0.032851752217536175,0.0032688715220011975,5.704050090255602,0.003091793374687213,0.00030764493922586243
2024-08-15 15:01:45,101,24.596782178217826,0.033215840787309825,0.003305099688746712,5.702044954157344,0.003926335043010611,0.00039068493890202956
2024-08-15 15:01:46,101,24.596534653465348,0.031158807537014693,0.0031004172301924934,5.702456049005942,0.004849499744894828,0.0004825432600084209
2024-08-15 15:01:47,101,24.601386138613854,0.036538464745260124,0.003635713129471038,5.70029150878272,0.004368483111697214,0.00043468031609429864
2024-08-15 15:01:48,101,24.604356435643563,0.03501187917219425,0.0034838121875471807,5.700249560328779,0.0042548602812758,0.00042337442190167556
2024-08-15 15:01:49,100,24.604199999999995,0.030182274549306273,0.003018227454930627,5.701237404470577,0.004507393479835806,0.00045073934798358056
2024-08-15 15:01:50,101,24.605099009900982,0.03688482206829676,0.003670176971223341,5.7007277727036785,0.0044674923439882675,0.0004445321029246724
2024-08-15 15:01:51,100,24.59815,0.0367193492052981,0.0036719349205298103,5.703516799560681,0.003614482037067109,0.0003614482037067109
2024-08-15 15:01:52,102,24.600294117647053,0.03950074275158151,0.0039111563381232116,5.705341362370069,0.0029355861843653823,0.0002906663447645654
2024-08-15 15:01:53,100,24.612949999999998,0.032699233920535774,0.003269923392053577,5.703643903376116,0.0028488534625274236,0.0002848853462527424
2024-08-15 15:01:54,102,24.612696078431377,0.038213001057435664,0.0037836509106784983,5.703019433192709,0.004175861497582159,0.00041347190016418706
2024-08-15 15:01:55,100,24.6109,0.036218891214504195,0.0036218891214504197,5.704974256644318,0.0029159354915851846,0.00029159354915851845
2024-08-15 15:01:56,100,24.604499999999994,0.03798923292436719,0.003798923292436719,7.655568723398891,0.7414611778111487,0.07414611778111488
2024-08-15 15:01:57,102,24.610882352941175,0.03462251717306194,0.003428140031057499,7.9866097799512445,0.003768933728876614,0.0003731800471289095
2024-08-15 15:01:58,101,24.61064356435643,0.031093917140950902,0.0030939603944554004,7.985005662847454,0.003398274675234858,0.00033814096844074563
2024-08-15 15:01:59,100,24.60955,0.03931287989008879,0.003931287989008879,7.985144680023807,0.0035595690879776367,0.00035595690879776365
2024-08-15 15:02:00,101,24.612079207920793,0.030522674577538985,0.003037119634932826,7.987044357708863,0.003626780409717874,0.00036087813883943064
2024-08-15 15:02:01,101,24.614356435643565,0.038449079093891565,0.00382582636277475,7.987111475235165,0.003261287832426524,0.0003245102681243714
2024-08-15 15:02:02,101,24.61613861386138,0.03234873404106289,0.003218819342706945,7.984363851502198,0.003238055204575221,0.00032219853525053594
2024-08-15 15:02:03,101,24.616980198019803,0.03154424834990382,0.0031387700245374384,7.986528391725419,0.003872057897567343,0.0003852841610725807
2024-08-15 15:02:04,101,24.62678217821782,0.03352300820642338,0.0033356639893105926,7.98634381852809,0.003503219039880582,0.00034858332301329105
2024-08-15 15:02:05,100,24.624250000000004,0.03725678705710136,0.003725678705710136,7.9855048075008686,0.003018473284431748,0.0003018473284431748
2024-08-15 15:02:06,101,24.623217821782184,0.038141736709383554,0.0037952446525034212,7.984397410265348,0.003074436387620299,0.0003059178544617051
2024-08-15 15:02:07,101,24.62792079207921,0.036778168298140575,0.0036595645244451897,7.985144092745452,0.0036347788527070516,0.0003616740136632313
2024-08-15 15:02:08,101,24.626336633663364,0.03436488825173859,0.0034194341847890233,7.9847413875876425,0.003928909797521519,0.000390941136551431
2024-08-15 15:02:09,101,24.627821782178216,0.03626579546614266,0.0036085815221360757,7.987451257712064,0.0033059305354534376,0.00032895238310269933
2024-08-15 15:02:10,100,24.627950000000002,0.03042705302121038,0.003042705302121038,7.987538468547801,0.0031234509161468782,0.00031234509161468785
2024-08-15 15:02:11,101,24.634554455445542,0.035057802340570224,0.003488381713589818,7.986389961827423,0.003544089155071505,0.00035265005147160446
2024-08-15 15:02:12,101,24.646386138613863,0.03445372847661911,0.0034282741175632966,2.498307291828335,1.5951389024809668,0.1587222531519307
2024-08-15 15:02:13,100,24.65735,0.037527464690018573,0.0037527464690018573,1.9327787486246621,0.0018579296097966595,0.00018579296097966596
2024-08-15 15:02:14,101,24.662821782178217,0.032468568197444016,0.003230743286932611,1.9346207471855514,0.0014604942065458968,0.00014532460515993966
2024-08-15 15:02:15,101,24.66539603960396,0.034617070704471856,0.0034445272767078205,1.9317556677815573,0.009606895073460598,0.0009559217880538421
2024-08-15 15:02:16,101,24.677326732673272,0.03825940640179641,0.003806953224514557,1.929196812091315,0.011043398965540364,0.0010988592677039185
2024-08-15 15:02:17,100,24.676499999999997,0.03748063473045744,0.0037480634730457443,1.9187761449577505,0.011715022290775761,0.0011715022290775762
2024-08-15 15:02:18,101,24.67851485148515,0.03449307578670977,0.0034321893212507903,1.898670922160333,0.009651146754933343,0.0009603249949333129
2024-08-15 15:02:19,101,24.67584158415842,0.03919865627117022,0.0039004120796072386,1.8987715984497855,0.0020624540864899624,0.00020522185191580822
2024-08-15 15:02:20,101,24.682178217821782,0.03501725175955509,0.0034843467799703497,1.9028867417811435,0.0014321080530912964,0.00014250007732250617
2024-08-15 15:02:21,101,24.685742574257425,0.03456433232838326,0.0034392796121518773,1.9057266521127747,0.0011240219541101383,0.00011184436469520934
2024-08-15 15:02:22,101,24.687673267326733,0.04025272882945729,0.004005296219274781,1.9073584469709788,0.0011414224420345153,0.00011357577795646484
2024-08-15 15:02:23,101,24.69361386138614,0.035882578028070544,0.0035704499618542007,1.9086252902799183,0.0009345701315558526,9.299320377575154e-05
2024-08-15 15:02:24,100,24.687599999999993,0.03447645954308923,0.0034476459543089227,1.9091967540679213,0.0011003064929355118,0.00011003064929355118
2024-08-15 15:02:25,101,24.694257425742574,0.037492573522057995,0.0037306505011130025,1.9092964655429332,0.0010694264506518082,0.00010641190905928169
2024-08-15 15:02:26,101,24.692821782178218,0.031019476475144834,0.0030865532713612973,1.9096656119375912,0.001070622343058506,0.0001065309048012971
2024-08-15 15:02:27,100,24.694499999999998,0.034644660847705254,0.0034644660847705255,1.9097644844435238,0.0009714809174156127,9.714809174156127e-05
2024-08-15 15:02:28,101,24.704504950495046,0.035752656897740126,0.003557522326206912,1.9096446377106218,0.0009499051179572489,9.451909195382693e-05
2024-08-15 15:02:29,101,24.700940594059404,0.03899174830196203,0.0038798239671759415,1.9097495088454681,0.0009727375237745881,9.679100124684887e-05
2024-08-15 15:02:30,101,24.70069306930693,0.03284836147336958,0.0032685341303463726,1.9097830676086187,0.0010446430146373485,0.00010394586500572399
2024-08-15 15:02:31,101,24.70193069306931,0.03357804563274735,0.003341140417915172,1.909774677917831,0.0009011098136927743,8.966377770875049e-05
2024-08-15 15:02:32,100,24.71219999999999,0.03672392223941331,0.0036723922239413308,1.9097305900927417,0.001052535582263805,0.00010525355822638049
2024-08-15 15:02:33,101,24.708514851485145,0.03771965372624343,0.0037532458259455013,1.9095649356481392,0.001036941684473685,0.00010317955401303087
2024-08-15 15:02:34,101,24.712821782178214,0.03393682249109489,0.0033768400496194226,1.9096488325560157,0.001064345615534608,0.00010590634706938778
2024-08-15 15:02:35,101,24.711584158415832,0.03838574405341985,0.003819524290703469,1.909640442865228,0.0010653136730306289,0.000106002672390468
2024-08-15 15:02:36,100,24.711949999999998,0.03855924865146704,0.0038559248651467036,1.9096500910096341,0.0009587904843256054,9.587904843256054e-05
2024-08-15 15:02:37,101,24.71064356435643,0.03309579555122258,0.0032931547413052775,3.112130628618308,0.475975478985094,0.04736133032181817
2024-08-15 15:02:38,101,24.712821782178217,0.03977069173137529,0.003957331735309532,3.343623171677426,0.0038298663689302365,0.0003810859470620076
2024-08-15 15:02:39,102,24.705882352941178,0.03290709818930475,0.0032582882418632267,3.352263442788486,0.002145429253669761,0.0002124291504151394
2024-08-15 15:02:40,100,24.711949999999998,0.03977141123363813,0.003977141123363813,3.3555619114105673,0.0013430021545489002,0.00013430021545489002
2024-08-15 15:02:41,101,24.71628712871287,0.03481130179515359,0.003463853992580158,3.3562580460036755,0.0011783201988662974,0.00011724724198475962
2024-08-15 15:02:42,100,24.705349999999996,0.03735074675061105,0.003735074675061105,3.3558966181245427,0.0013203249459266746,0.00013203249459266747
2024-08-15 15:02:43,101,24.701485148514852,0.03324563546133132,0.0033080643696188697,3.3558301717735026,0.0013986948173578652,0.00013917533610250442
2024-08-15 15:02:44,101,24.711039603960387,0.03591181443260091,0.003573359092835774,3.355817587237322,0.001355026618436436,0.00013483018790687345
2024-08-15 15:02:45,101,24.702524752475245,0.036678493442181076,0.0036496465055843373,3.355901484145199,0.001285622457882634,0.00012792421581623963
2024-08-15 15:02:46,100,24.7087,0.03152376047916046,0.003152376047916046,3.355917802093781,0.0013053745618829004,0.00013053745618829004
2024-08-15 15:02:47,101,24.710940594059405,0.03330700280186669,0.003314170648228567,3.3560986418787087,0.0011030819558082935,0.00010976075698788238
2024-08-15 15:02:48,101,24.710792079207923,0.03495520471451528,0.0034781728682346247,3.355784028474171,0.0012299063501763133,0.00012238025589008617
2024-08-15 15:02:49,101,24.710594059405945,0.03673068967983641,0.003654840225349947,3.355964406826106,0.00130449224447446,0.0001298018297592589
2024-08-15 15:02:50,101,24.7090099009901,0.037980388373344415,0.0037791898930096767,3.35585953569126,0.001442260808999923,0.0001435103142937269
2024-08-15 15:02:51,100,24.706550000000004,0.03254906940592796,0.0032549069405927956,5.2510314534116835,0.5909212035366055,0.05909212035366055
2024-08-15 15:02:52,101,24.702970297029704,0.030636401696525845,0.003048435906225562,5.4876002627787965,0.0028556153597291745,0.00028414434838654055
2024-08-15 15:02:53,101,24.703019801980194,0.036858372236988304,0.0036675451146406714,5.492164254567295,0.0029371587928818965,0.00029225822324697656
2024-08-15 15:02:54,101,24.704950495049502,0.03382672796402964,0.0033658852347325722,5.497810516467404,0.0035348349020494518,0.00035172921887914886
2024-08-15 15:02:55,100,24.706949999999992,0.03358161323514332,0.0033581613235143318,5.498286505574243,0.003370366688264244,0.0003370366688264244
2024-08-15 15:02:56,101,24.7109900990099,0.035461386055681644,0.0035285397941797153,5.501267069071931,0.0034976645042624293,0.00034803062606185024
2024-08-15 15:02:57,101,24.71024752475247,0.0366904363398949,0.0036508348683227496,5.50725311344894,0.002030766291236696,0.00020206879844053227
2024-08-15 15:02:58,101,24.705396039603958,0.03458094249956779,0.0034409323859583138,5.5063092732353285,0.005099726597371231,0.0005074417624287419
