AutoRange,On
Start Time,2024-08-23 13:20:02.205890
Firmware Version,K-01.07.03-01.00-01.10-01.05
ResolutionEnum,SLOW
Serial Number,CN63230064
Stop Time,2024-08-23 16:19:47.024456
Model,EDU34450A
TriggerSource,Immediate
AutoImpedance,10 MΩ
Address,USB0::0x2A8D::0x8E01::CN63230064::0::INSTR
TriggerDelay,0.0
Range(VDC),0.1
Sample Count,11887

Time Stamp(s),Records,DC Voltage(VDC),
2024-08-23 14:45:27.662148,5673,0.103089206,
2024-08-23 14:45:28.517562,5674,0.103083128,
2024-08-23 14:45:29.377304,5675,0.103103518,
2024-08-23 14:45:30.237063,5676,0.103123857,
2024-08-23 14:45:31.158019,5677,0.103143803,
2024-08-23 14:45:32.143595,5678,0.103140009,
2024-08-23 14:45:33.119247,5679,0.103207423,
2024-08-23 14:45:34.097972,5680,0.103067011,
2024-08-23 14:45:35.081105,5681,0.103037891,
2024-08-23 14:45:36.019269,5682,0.103097277,
2024-08-23 14:45:36.884158,5683,0.103266492,
2024-08-23 14:45:37.744235,5684,0.103222498,
2024-08-23 14:45:38.598688,5685,0.103097123,
2024-08-23 14:45:39.461169,5686,0.103073164,
2024-08-23 14:45:40.318459,5687,0.103076415,
2024-08-23 14:45:41.178249,5688,0.103289679,
2024-08-23 14:45:42.036697,5689,0.103431084,
2024-08-23 14:45:42.879173,5690,0.103432638,
2024-08-23 14:45:43.742887,5691,0.103315878,
2024-08-23 14:45:44.660624,5692,0.103334623,
2024-08-23 14:45:45.636017,5693,0.103335045,
2024-08-23 14:45:46.600101,5694,0.103224269,
2024-08-23 14:45:47.580831,5695,0.103137709,
2024-08-23 14:45:48.557288,5696,0.103197066,
2024-08-23 14:45:49.498845,5697,0.103151631,
2024-08-23 14:45:50.358660,5698,0.103152595,
2024-08-23 14:45:51.218704,5699,0.103159773,
2024-08-23 14:45:52.078282,5700,0.103096416,
2024-08-23 14:45:52.940924,5701,0.103075896,
2024-08-23 14:45:53.803210,5702,0.103138911,
2024-08-23 14:45:54.688069,5703,0.103250452,
2024-08-23 14:45:55.544987,5704,0.103333189,
2024-08-23 14:45:56.394905,5705,0.103422377,
2024-08-23 14:45:57.243929,5706,0.103302406,
2024-08-23 14:45:58.140815,5707,0.103296766,
2024-08-23 14:45:59.122345,5708,0.103116807,
2024-08-23 14:46:00.098772,5709,0.103143196,
2024-08-23 14:46:01.080190,5710,0.103082534,
2024-08-23 14:46:02.057429,5711,0.103098485,
2024-08-23 14:46:03.040332,5712,0.103186052,
2024-08-23 14:46:03.896393,5713,0.103243041,
2024-08-23 14:46:04.762594,5714,0.103190686,
2024-08-23 14:46:05.614738,5715,0.103203151,
2024-08-23 14:46:06.481249,5716,0.103263412,
2024-08-23 14:46:07.341778,5717,0.103321702,
2024-08-23 14:46:08.194324,5718,0.103212773,
2024-08-23 14:46:09.057816,5719,0.103257979,
2024-08-23 14:46:09.919489,5720,0.103243617,
2024-08-23 14:46:10.776084,5721,0.103294985,
2024-08-23 14:46:11.681265,5722,0.103234769,
2024-08-23 14:46:12.666608,5723,0.103216389,
2024-08-23 14:46:13.639628,5724,0.10319294,
2024-08-23 14:46:14.622189,5725,0.103301438,
2024-08-23 14:46:15.601634,5726,0.103436122,
2024-08-23 14:46:16.580286,5727,0.103464846,
2024-08-23 14:46:17.440217,5728,0.10349247,
2024-08-23 14:46:18.299666,5729,0.10349221,
2024-08-23 14:46:19.157325,5730,0.103516226,
2024-08-23 14:46:20.020307,5731,0.103430048,
2024-08-23 14:46:20.880120,5732,0.103265961,
2024-08-23 14:46:21.735061,5733,0.103204666,
2024-08-23 14:46:22.595300,5734,0.103244387,
2024-08-23 14:46:23.455831,5735,0.103276106,
2024-08-23 14:46:24.315630,5736,0.103352561,
2024-08-23 14:46:25.194624,5737,0.103355788,
2024-08-23 14:46:26.200096,5738,0.103242952,
2024-08-23 14:46:27.181646,5739,0.103240116,
2024-08-23 14:46:28.157736,5740,0.103283507,
2024-08-23 14:46:29.137546,5741,0.103311675,
2024-08-23 14:46:30.121080,5742,0.103353831,
2024-08-23 14:46:30.999009,5743,0.10342526,
2024-08-23 14:46:31.859221,5744,0.103317085,
2024-08-23 14:46:32.725230,5745,0.103312221,
2024-08-23 14:46:33.578288,5746,0.103314832,
2024-08-23 14:46:34.435913,5747,0.103330422,
2024-08-23 14:46:35.298616,5748,0.103417614,
2024-08-23 14:46:36.160202,5749,0.10354829,
2024-08-23 14:46:37.013939,5750,0.103767028,
2024-08-23 14:46:37.876562,5751,0.103629603,
2024-08-23 14:46:38.755109,5752,0.103495548,
2024-08-23 14:46:39.737572,5753,0.103506813,
2024-08-23 14:46:40.719633,5754,0.103623728,
2024-08-23 14:46:41.698319,5755,0.103671856,
2024-08-23 14:46:42.679221,5756,0.104538456,
2024-08-23 14:46:43.659605,5757,0.104126096,
2024-08-23 14:46:44.555327,5758,0.103814312,
2024-08-23 14:46:45.428146,5759,0.103882908,
2024-08-23 14:46:46.307754,5760,0.103639347,
2024-08-23 14:46:47.155099,5761,0.103488047,
2024-08-23 14:46:48.014669,5762,0.103396027,
2024-08-23 14:46:48.876667,5763,0.103428341,
2024-08-23 14:46:49.733408,5764,0.103402561,
2024-08-23 14:46:50.596750,5765,0.103330949,
2024-08-23 14:46:51.456371,5766,0.103226302,
2024-08-23 14:46:52.318686,5767,0.103185552,
2024-08-23 14:46:53.302368,5768,0.103237157,
2024-08-23 14:46:54.280807,5769,0.103322769,
2024-08-23 14:46:55.259242,5770,0.103402449,
2024-08-23 14:46:56.236415,5771,0.103447379,
2024-08-23 14:46:57.228764,5772,0.103584918,
2024-08-23 14:46:58.098375,5773,0.10351999,
2024-08-23 14:46:58.968377,5774,0.103450671,
2024-08-23 14:46:59.819038,5775,0.103406441,
2024-08-23 14:47:00.673907,5776,0.103383761,
2024-08-23 14:47:01.537617,5777,0.103398019,
2024-08-23 14:47:02.393688,5778,0.103449214,
2024-08-23 14:47:03.251796,5779,0.103394979,
2024-08-23 14:47:04.126079,5780,0.103248542,
2024-08-23 14:47:04.971298,5781,0.103186474,
2024-08-23 14:47:05.838886,5782,0.103191279,
2024-08-23 14:47:06.870573,5783,0.103191326,
2024-08-23 14:47:07.856692,5784,0.103359814,
2024-08-23 14:47:08.838989,5785,0.103411974,
2024-08-23 14:47:09.816893,5786,0.103458376,
2024-08-23 14:47:10.794506,5787,0.103503368,
2024-08-23 14:47:11.697155,5788,0.103450096,
2024-08-23 14:47:12.561415,5789,0.103513529,
2024-08-23 14:47:13.412819,5790,0.10367497,
2024-08-23 14:47:14.274892,5791,0.103738683,
2024-08-23 14:47:15.135331,5792,0.103840488,
2024-08-23 14:47:15.996580,5793,0.1035799,
2024-08-23 14:47:16.850650,5794,0.103499136,
2024-08-23 14:47:17.715655,5795,0.103487387,
2024-08-23 14:47:18.570932,5796,0.103517696,
2024-08-23 14:47:19.437169,5797,0.103633562,
2024-08-23 14:47:20.415702,5798,0.103696312,
2024-08-23 14:47:21.400157,5799,0.10365368,
2024-08-23 14:47:22.371109,5800,0.10372907,
2024-08-23 14:47:23.350576,5801,0.103617812,
2024-08-23 14:47:24.334368,5802,0.103513142,
2024-08-23 14:47:25.235901,5803,0.103506171,
2024-08-23 14:47:26.098261,5804,0.10354139,
2024-08-23 14:47:27.032404,5805,0.103460131,
2024-08-23 14:47:27.898035,5806,0.103510823,
2024-08-23 14:47:28.753918,5807,0.103529302,
2024-08-23 14:47:29.612725,5808,0.103648695,
2024-08-23 14:47:30.470298,5809,0.10357601,
2024-08-23 14:47:31.329395,5810,0.103247453,
2024-08-23 14:47:32.195369,5811,0.10208876,
2024-08-23 14:47:33.056058,5812,0.100455249,
2024-08-23 14:47:34.033785,5813,0.0983735227,
2024-08-23 14:47:35.010299,5814,0.0965298888,
2024-08-23 14:47:35.990271,5815,0.0949809477,
2024-08-23 14:47:36.972703,5816,0.094130853,
2024-08-23 14:47:37.950734,5817,0.0936684008,
2024-08-23 14:47:38.856220,5818,0.0935937213,
2024-08-23 14:47:39.713641,5819,0.0936585187,
2024-08-23 14:47:40.576116,5820,0.0940902454,
2024-08-23 14:47:41.438561,5821,0.0946583896,
2024-08-23 14:47:42.293222,5822,0.0952996435,
2024-08-23 14:47:43.157212,5823,0.0960772985,
2024-08-23 14:47:44.013966,5824,0.0967626273,
2024-08-23 14:47:44.870937,5825,0.0974568685,
2024-08-23 14:47:45.786069,5826,0.0981548139,
2024-08-23 14:47:46.637220,5827,0.0987987824,
2024-08-23 14:47:47.613991,5828,0.0992630307,
2024-08-23 14:47:48.592315,5829,0.0997390431,
2024-08-23 14:47:49.572392,5830,0.100077419,
2024-08-23 14:47:50.554645,5831,0.100589332,
2024-08-23 14:47:51.528988,5832,0.101052973,
2024-08-23 14:47:52.433993,5833,0.101404064,
2024-08-23 14:47:53.288806,5834,0.101701446,
2024-08-23 14:47:54.151247,5835,0.101954313,
2024-08-23 14:47:55.009935,5836,0.10217122,
2024-08-23 14:47:55.874873,5837,0.102313727,
2024-08-23 14:47:56.735978,5838,0.102351008,
2024-08-23 14:47:57.592509,5839,0.102390679,
2024-08-23 14:47:58.454437,5840,0.102502082,
2024-08-23 14:47:59.312859,5841,0.102666841,
2024-08-23 14:48:00.176124,5842,0.102842933,
2024-08-23 14:48:01.127978,5843,0.103204392,
2024-08-23 14:48:02.113251,5844,0.103408716,
2024-08-23 14:48:03.090956,5845,0.103526461,
2024-08-23 14:48:04.078253,5846,0.103708473,
2024-08-23 14:48:05.048136,5847,0.103743973,
2024-08-23 14:48:05.967943,5848,0.103723947,
2024-08-23 14:48:06.835611,5849,0.103671414,
2024-08-23 14:48:07.699729,5850,0.10374517,
2024-08-23 14:48:08.547397,5851,0.103769985,
2024-08-23 14:48:09.412103,5852,0.103781189,
2024-08-23 14:48:10.274312,5853,0.103879317,
2024-08-23 14:48:11.131709,5854,0.103930832,
2024-08-23 14:48:11.993699,5855,0.103957415,
2024-08-23 14:48:12.854883,5856,0.103896222,
2024-08-23 14:48:13.711077,5857,0.103891554,
2024-08-23 14:48:14.670433,5858,0.103877848,
2024-08-23 14:48:15.652230,5859,0.103907253,
2024-08-23 14:48:16.630283,5860,0.103879207,
2024-08-23 14:48:17.609624,5861,0.103982419,
2024-08-23 14:48:18.590673,5862,0.104087138,
2024-08-23 14:48:19.512188,5863,0.104098641,
2024-08-23 14:48:20.370107,5864,0.104130548,
2024-08-23 14:48:21.230270,5865,0.104169366,
2024-08-23 14:48:22.088151,5866,0.104133248,
2024-08-23 14:48:22.950877,5867,0.104066795,
2024-08-23 14:48:23.807393,5868,0.104088102,
2024-08-23 14:48:24.667732,5869,0.104118881,
2024-08-23 14:48:25.533047,5870,0.104186438,
2024-08-23 14:48:26.392100,5871,0.104072041,
2024-08-23 14:48:27.249341,5872,0.104057934,
2024-08-23 14:48:28.187837,5873,0.104059372,
2024-08-23 14:48:29.166609,5874,0.10412585,
2024-08-23 14:48:30.149214,5875,0.104145099,
2024-08-23 14:48:31.131515,5876,0.104181871,
2024-08-23 14:48:32.109258,5877,0.104277192,
2024-08-23 14:48:33.051961,5878,0.104165169,
2024-08-23 14:48:33.911288,5879,0.104153957,
2024-08-23 14:48:34.766118,5880,0.10416427,
2024-08-23 14:48:35.633795,5881,0.104162476,
2024-08-23 14:48:36.486852,5882,0.104166858,
2024-08-23 14:48:37.347192,5883,0.104193695,
2024-08-23 14:48:38.207149,5884,0.104249969,
2024-08-23 14:48:39.067523,5885,0.104250433,
2024-08-23 14:48:39.931509,5886,0.104151834,
2024-08-23 14:48:40.784380,5887,0.104066976,
2024-08-23 14:48:41.731698,5888,0.104077341,
2024-08-23 14:48:42.706802,5889,0.10412325,
2024-08-23 14:48:43.685390,5890,0.104071925,
2024-08-23 14:48:44.673594,5891,0.104164131,
2024-08-23 14:48:45.649404,5892,0.104255595,
2024-08-23 14:48:46.608311,5893,0.104186774,
2024-08-23 14:48:47.471954,5894,0.104119122,
2024-08-23 14:48:48.325647,5895,0.104077204,
2024-08-23 14:48:49.197462,5896,0.104091023,
2024-08-23 14:48:50.048847,5897,0.104110136,
2024-08-23 14:48:50.915741,5898,0.104135882,
2024-08-23 14:48:51.764304,5899,0.104206734,
2024-08-23 14:48:52.629379,5900,0.104219987,
2024-08-23 14:48:53.489125,5901,0.104241648,
2024-08-23 14:48:54.352189,5902,0.104318333,
2024-08-23 14:48:55.284627,5903,0.104349062,
2024-08-23 14:48:56.266592,5904,0.104210523,
2024-08-23 14:48:57.251790,5905,0.104180254,
2024-08-23 14:48:58.230721,5906,0.104342838,
2024-08-23 14:48:59.211154,5907,0.104317175,
2024-08-23 14:49:00.178511,5908,0.104260688,
2024-08-23 14:49:01.029602,5909,0.104189217,
2024-08-23 14:49:01.885673,5910,0.104148509,
2024-08-23 14:49:02.750409,5911,0.104225892,
2024-08-23 14:49:03.609238,5912,0.104300315,
2024-08-23 14:49:04.473170,5913,0.104289194,
2024-08-23 14:49:05.327620,5914,0.104299592,
2024-08-23 14:49:06.198081,5915,0.104197894,
2024-08-23 14:49:07.048391,5916,0.104266821,
2024-08-23 14:49:07.904859,5917,0.104373217,
2024-08-23 14:49:08.828850,5918,0.104444386,
2024-08-23 14:49:09.811591,5919,0.104453363,
2024-08-23 14:49:10.786228,5920,0.104365817,
2024-08-23 14:49:11.767324,5921,0.10432358,
2024-08-23 14:49:12.747996,5922,0.104337108,
2024-08-23 14:49:13.706638,5923,0.104334527,
2024-08-23 14:49:14.562233,5924,0.104337543,
2024-08-23 14:49:15.429106,5925,0.104335797,
2024-08-23 14:49:16.287425,5926,0.104384171,
2024-08-23 14:49:17.143495,5927,0.10430941,
2024-08-23 14:49:18.004056,5928,0.104318067,
2024-08-23 14:49:18.863733,5929,0.104437913,
2024-08-23 14:49:19.722627,5930,0.10448049,
2024-08-23 14:49:20.585948,5931,0.104456725,
2024-08-23 14:49:21.446738,5932,0.104392478,
2024-08-23 14:49:22.347806,5933,0.104311876,
2024-08-23 14:49:23.328195,5934,0.104296105,
2024-08-23 14:49:24.309650,5935,0.104403528,
2024-08-23 14:49:25.293652,5936,0.104445057,
2024-08-23 14:49:26.268945,5937,0.104495494,
2024-08-23 14:49:27.248860,5938,0.104500514,
2024-08-23 14:49:28.106520,5939,0.104533047,
2024-08-23 14:49:28.965186,5940,0.104558038,
2024-08-23 14:49:29.827320,5941,0.104529444,
2024-08-23 14:49:30.683975,5942,0.104529944,
2024-08-23 14:49:31.544726,5943,0.104693631,
2024-08-23 14:49:32.409117,5944,0.104684391,
2024-08-23 14:49:33.265034,5945,0.104643225,
2024-08-23 14:49:34.125062,5946,0.104514257,
2024-08-23 14:49:34.987377,5947,0.104503231,
2024-08-23 14:49:35.888977,5948,0.104506039,
2024-08-23 14:49:36.864610,5949,0.104559187,
2024-08-23 14:49:37.846136,5950,0.104558257,
2024-08-23 14:49:38.821641,5951,0.104462963,
2024-08-23 14:49:39.802980,5952,0.104446778,
2024-08-23 14:49:40.782465,5953,0.104571929,
2024-08-23 14:49:41.642536,5954,0.104564772,
2024-08-23 14:49:42.508061,5955,0.104557732,
2024-08-23 14:49:43.365039,5956,0.10448761,
2024-08-23 14:49:44.225776,5957,0.10447996,
2024-08-23 14:49:45.083158,5958,0.104544418,
2024-08-23 14:49:45.940335,5959,0.104600555,
2024-08-23 14:49:46.805357,5960,0.104698526,
2024-08-23 14:49:47.662366,5961,0.104734926,
2024-08-23 14:49:48.528958,5962,0.104727209,
2024-08-23 14:49:49.399761,5963,0.104718793,
2024-08-23 14:49:50.383720,5964,0.104652406,
2024-08-23 14:49:51.365481,5965,0.104523945,
2024-08-23 14:49:52.343570,5966,0.104540525,
2024-08-23 14:49:53.319386,5967,0.104625787,
2024-08-23 14:49:54.299727,5968,0.104412369,
2024-08-23 14:49:55.183455,5969,0.104349957,
2024-08-23 14:49:56.042239,5970,0.104498188,
2024-08-23 14:49:56.904111,5971,0.104428144,
2024-08-23 14:49:57.763651,5972,0.104308557,
2024-08-23 14:49:58.620139,5973,0.104427279,
2024-08-23 14:49:59.482248,5974,0.10446204,
2024-08-23 14:50:00.348741,5975,0.104394552,
2024-08-23 14:50:01.203226,5976,0.104431545,
2024-08-23 14:50:02.058766,5977,0.104661935,
2024-08-23 14:50:02.940544,5978,0.104666392,
2024-08-23 14:50:03.922667,5979,0.104581117,
2024-08-23 14:50:04.903504,5980,0.104487302,
2024-08-23 14:50:05.878107,5981,0.104505918,
2024-08-23 14:50:06.840244,5982,0.104481141,
2024-08-23 14:50:07.824142,5983,0.104317531,
2024-08-23 14:50:08.698897,5984,0.10432362,
2024-08-23 14:50:09.557292,5985,0.104282754,
2024-08-23 14:50:10.405580,5986,0.104295781,
2024-08-23 14:50:11.263189,5987,0.10413503,
2024-08-23 14:50:12.116569,5988,0.104182234,
2024-08-23 14:50:12.959316,5989,0.104119327,
2024-08-23 14:50:13.823881,5990,0.104117158,
2024-08-23 14:50:14.676356,5991,0.104196856,
2024-08-23 14:50:15.517275,5992,0.104126782,
2024-08-23 14:50:16.381227,5993,0.104000884,
2024-08-23 14:50:17.360614,5994,0.103924344,
2024-08-23 14:50:18.340039,5995,0.104025102,
2024-08-23 14:50:19.323883,5996,0.104078046,
2024-08-23 14:50:20.297239,5997,0.104115051,
2024-08-23 14:50:21.280760,5998,0.10417483,
2024-08-23 14:50:22.206449,5999,0.104302108,
2024-08-23 14:50:23.062056,6000,0.104149572,
2024-08-23 14:50:23.922396,6001,0.104156828,
2024-08-23 14:50:24.792415,6002,0.104186555,
2024-08-23 14:50:25.655225,6003,0.104059022,
2024-08-23 14:50:26.498041,6004,0.104137305,
2024-08-23 14:50:27.356029,6005,0.104208289,
2024-08-23 14:50:28.220999,6006,0.104170119,
2024-08-23 14:50:29.079476,6007,0.104233211,
2024-08-23 14:50:29.938846,6008,0.104098875,
2024-08-23 14:50:30.897180,6009,0.104124446,
2024-08-23 14:50:31.881753,6010,0.104258672,
2024-08-23 14:50:32.861687,6011,0.104346039,
2024-08-23 14:50:33.837970,6012,0.104321606,
2024-08-23 14:50:34.818665,6013,0.104227199,
2024-08-23 14:50:35.735930,6014,0.104335656,
2024-08-23 14:50:36.596043,6015,0.10434105,
2024-08-23 14:50:37.441149,6016,0.104385734,
2024-08-23 14:50:38.310103,6017,0.104319024,
2024-08-23 14:50:39.157304,6018,0.104366206,
2024-08-23 14:50:40.019685,6019,0.104397444,
2024-08-23 14:50:40.884387,6020,0.104389499,
2024-08-23 14:50:41.735447,6021,0.104351522,
2024-08-23 14:50:42.601051,6022,0.104274611,
2024-08-23 14:50:43.455962,6023,0.104224957,
2024-08-23 14:50:44.419172,6024,0.104215042,
2024-08-23 14:50:45.401377,6025,0.104336837,
2024-08-23 14:50:46.381036,6026,0.104206881,
2024-08-23 14:50:47.365551,6027,0.104328276,
2024-08-23 14:50:48.347194,6028,0.104271702,
2024-08-23 14:50:49.255602,6029,0.103940915,
2024-08-23 14:50:50.117449,6030,0.103919407,
2024-08-23 14:50:50.974345,6031,0.103948591,
2024-08-23 14:50:51.838767,6032,0.103924207,
2024-08-23 14:50:52.700160,6033,0.104275949,
2024-08-23 14:50:53.561173,6034,0.104278984,
2024-08-23 14:50:54.419401,6035,0.1041487,
2024-08-23 14:50:55.276162,6036,0.104099131,
2024-08-23 14:50:56.138517,6037,0.104859145,
2024-08-23 14:50:56.999512,6038,0.105682447,
2024-08-23 14:50:57.945767,6039,0.106188129,
2024-08-23 14:50:58.916505,6040,0.104803352,
2024-08-23 14:50:59.926865,6041,0.104314797,
2024-08-23 14:51:00.931181,6042,0.104378101,
2024-08-23 14:51:01.915178,6043,0.103888324,
2024-08-23 14:51:02.854910,6044,0.103634793,
2024-08-23 14:51:03.713338,6045,0.103667242,
2024-08-23 14:51:04.556159,6046,0.103845815,
2024-08-23 14:51:05.413412,6047,0.103997302,
2024-08-23 14:51:06.282460,6048,0.103943131,
2024-08-23 14:51:07.133578,6049,0.10397632,
2024-08-23 14:51:07.992791,6050,0.10398975,
2024-08-23 14:51:08.837386,6051,0.103819353,
2024-08-23 14:51:09.691981,6052,0.103828228,
2024-08-23 14:51:10.539620,6053,0.103907806,
2024-08-23 14:51:11.478215,6054,0.103779944,
2024-08-23 14:51:12.457632,6055,0.103587505,
2024-08-23 14:51:13.439135,6056,0.103177047,
2024-08-23 14:51:14.418810,6057,0.103204175,
2024-08-23 14:51:15.396592,6058,0.10312093,
2024-08-23 14:51:16.355783,6059,0.104070989,
2024-08-23 14:51:17.213546,6060,0.107354777,
2024-08-23 14:51:18.076641,6061,0.111686388,
2024-08-23 14:51:18.932731,6062,0.116933752,
2024-08-23 14:51:19.797025,6063,0.12209209,
2024-08-23 14:51:21.079743,6064,0.127615132,
2024-08-23 14:51:22.054358,6065,0.131438419,
2024-08-23 14:51:22.993084,6066,0.134478009,
2024-08-23 14:51:23.852216,6067,0.136729766,
2024-08-23 14:51:24.711866,6068,0.138439256,
2024-08-23 14:51:25.575419,6069,0.139975588,
2024-08-23 14:51:26.436561,6070,0.141335258,
2024-08-23 14:51:27.295939,6071,0.142383054,
2024-08-23 14:51:28.157886,6072,0.143146868,
2024-08-23 14:51:29.011822,6073,0.143857335,
2024-08-23 14:51:29.877210,6074,0.144546932,
2024-08-23 14:51:30.740576,6075,0.145004435,
2024-08-23 14:51:31.657290,6076,0.145438218,
2024-08-23 14:51:32.634720,6077,0.146111035,
2024-08-23 14:51:33.616832,6078,0.146441255,
2024-08-23 14:51:34.596437,6079,0.146553483,
2024-08-23 14:51:35.574331,6080,0.147168472,
2024-08-23 14:51:36.533922,6081,0.1478124,
2024-08-23 14:51:37.398210,6082,0.148046176,
2024-08-23 14:51:38.257530,6083,0.148426654,
2024-08-23 14:51:39.115949,6084,0.148318095,
2024-08-23 14:51:39.975483,6085,0.148552273,
2024-08-23 14:51:40.831082,6086,0.148674469,
2024-08-23 14:51:41.696985,6087,0.148975163,
2024-08-23 14:51:42.552873,6088,0.148910923,
2024-08-23 14:51:43.415127,6089,0.149462667,
2024-08-23 14:51:44.281371,6090,0.149959004,
2024-08-23 14:51:45.174923,6091,0.149948429,
2024-08-23 14:51:46.155283,6092,0.150324835,
2024-08-23 14:51:47.132767,6093,0.150593253,
2024-08-23 14:51:48.111121,6094,0.15066645,
2024-08-23 14:51:49.107011,6095,0.150476525,
2024-08-23 14:51:50.077365,6096,0.150175242,
2024-08-23 14:51:50.936146,6097,0.150051312,
2024-08-23 14:51:51.792447,6098,0.149712915,
2024-08-23 14:51:52.657149,6099,0.149296605,
2024-08-23 14:51:53.514514,6100,0.148998531,
2024-08-23 14:51:54.372660,6101,0.148810314,
2024-08-23 14:51:55.234485,6102,0.148742231,
2024-08-23 14:51:56.094038,6103,0.148732367,
2024-08-23 14:51:56.950991,6104,0.148627712,
2024-08-23 14:51:57.813031,6105,0.148580356,
2024-08-23 14:51:58.714836,6106,0.148650279,
2024-08-23 14:51:59.691783,6107,0.148600381,
2024-08-23 14:52:00.672893,6108,0.148556209,
2024-08-23 14:52:01.654190,6109,0.148761495,
2024-08-23 14:52:02.629334,6110,0.148896078,
2024-08-23 14:52:03.608720,6111,0.148991767,
2024-08-23 14:52:04.472163,6112,0.149147121,
2024-08-23 14:52:05.334252,6113,0.149107356,
2024-08-23 14:52:06.195830,6114,0.149144175,
2024-08-23 14:52:07.049528,6115,0.149230451,
2024-08-23 14:52:07.908573,6116,0.149241397,
2024-08-23 14:52:08.749798,6117,0.149171523,
2024-08-23 14:52:09.616214,6118,0.149191186,
2024-08-23 14:52:10.474103,6119,0.149190194,
2024-08-23 14:52:11.330756,6120,0.149288334,
2024-08-23 14:52:12.212708,6121,0.149250305,
2024-08-23 14:52:13.190392,6122,0.149431252,
2024-08-23 14:52:14.168629,6123,0.149648076,
2024-08-23 14:52:15.151408,6124,0.149696532,
2024-08-23 14:52:16.135428,6125,0.149816874,
2024-08-23 14:52:17.114615,6126,0.149836149,
2024-08-23 14:52:17.989787,6127,0.149852013,
2024-08-23 14:52:18.855466,6128,0.149955927,
2024-08-23 14:52:19.728510,6129,0.150080849,
2024-08-23 14:52:20.587415,6130,0.150418033,
2024-08-23 14:52:21.432350,6131,0.150165592,
2024-08-23 14:52:22.293654,6132,0.149943053,
2024-08-23 14:52:23.147636,6133,0.149854812,
2024-08-23 14:52:24.009584,6134,0.149704672,
2024-08-23 14:52:24.873934,6135,0.149622254,
2024-08-23 14:52:25.783082,6136,0.149674669,
2024-08-23 14:52:26.787310,6137,0.149786725,
2024-08-23 14:52:27.767514,6138,0.149768617,
2024-08-23 14:52:28.832587,6139,0.149820266,
2024-08-23 14:52:29.806921,6140,0.149902532,
2024-08-23 14:52:30.791174,6141,0.149949679,
2024-08-23 14:52:31.653443,6142,0.149975478,
2024-08-23 14:52:32.513555,6143,0.150009023,
2024-08-23 14:52:33.370990,6144,0.150047903,
2024-08-23 14:52:34.233085,6145,0.150029152,
2024-08-23 14:52:35.088793,6146,0.150067989,
2024-08-23 14:52:35.951207,6147,0.150189853,
2024-08-23 14:52:36.808425,6148,0.150256975,
2024-08-23 14:52:37.672399,6149,0.149972293,
2024-08-23 14:52:38.529398,6150,0.149985809,
2024-08-23 14:52:39.410937,6151,0.149913466,
2024-08-23 14:52:40.387129,6152,0.149938667,
2024-08-23 14:52:41.369828,6153,0.14994968,
2024-08-23 14:52:42.354619,6154,0.149918027,
2024-08-23 14:52:43.329853,6155,0.149898965,
2024-08-23 14:52:44.314569,6156,0.150115123,
2024-08-23 14:52:45.187565,6157,0.150140115,
2024-08-23 14:52:46.045753,6158,0.150270443,
2024-08-23 14:52:46.890549,6159,0.149951593,
2024-08-23 14:52:47.753093,6160,0.150022876,
2024-08-23 14:52:48.610241,6161,0.150084157,
2024-08-23 14:52:49.466017,6162,0.15017366,
2024-08-23 14:52:50.314716,6163,0.150185641,
2024-08-23 14:52:51.171950,6164,0.150324138,
2024-08-23 14:52:52.026703,6165,0.150495718,
2024-08-23 14:52:52.889856,6166,0.150645345,
2024-08-23 14:52:53.864685,6167,0.150523956,
2024-08-23 14:52:54.831467,6168,0.150663684,
2024-08-23 14:52:55.818879,6169,0.150393689,
2024-08-23 14:52:56.786080,6170,0.150417019,
2024-08-23 14:52:57.764410,6171,0.150302015,
2024-08-23 14:52:58.649428,6172,0.150315849,
2024-08-23 14:52:59.508735,6173,0.150392241,
2024-08-23 14:53:00.371650,6174,0.150172407,
2024-08-23 14:53:01.226511,6175,0.150081683,
2024-08-23 14:53:02.086823,6176,0.150174748,
2024-08-23 14:53:02.950485,6177,0.150109328,
2024-08-23 14:53:03.812577,6178,0.149825577,
2024-08-23 14:53:04.670027,6179,0.149960354,
2024-08-23 14:53:05.530189,6180,0.150005852,
2024-08-23 14:53:06.387717,6181,0.150031816,
2024-08-23 14:53:07.369562,6182,0.150185143,
2024-08-23 14:53:08.345824,6183,0.150190125,
2024-08-23 14:53:09.322971,6184,0.150240914,
2024-08-23 14:53:10.288270,6185,0.150209576,
2024-08-23 14:53:11.270315,6186,0.150148199,
2024-08-23 14:53:12.190746,6187,0.150092721,
2024-08-23 14:53:13.050069,6188,0.14978615,
2024-08-23 14:53:13.908552,6189,0.149850295,
2024-08-23 14:53:14.765973,6190,0.149926282,
2024-08-23 14:53:15.624546,6191,0.150084616,
2024-08-23 14:53:16.465636,6192,0.150153641,
2024-08-23 14:53:17.325313,6193,0.149828197,
2024-08-23 14:53:18.189015,6194,0.149886567,
2024-08-23 14:53:19.045724,6195,0.149961197,
2024-08-23 14:53:19.903884,6196,0.149971288,
2024-08-23 14:53:20.849544,6197,0.150324438,
2024-08-23 14:53:21.824769,6198,0.150607274,
2024-08-23 14:53:22.804769,6199,0.150411553,
2024-08-23 14:53:23.785591,6200,0.149962271,
2024-08-23 14:53:24.767898,6201,0.149802617,
