UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1717515300,2024-06-04 17:35:00+0200,2141.0,559.0,1096.0,24.672,4.199,0.024,9.207,-77.0
1717515240,2024-06-04 17:34:00+0200,2141.0,557.0,,,,,,
1717515180,2024-06-04 17:33:00+0200,2276.0,563.0,,,,,,
1717515120,2024-06-04 17:32:00+0200,2423.0,583.0,,,,,,
1717515060,2024-06-04 17:31:00+0200,2423.0,584.0,,,,,,
1717515000,2024-06-04 17:30:00+0200,2053.0,561.0,1049.0,24.672,4.199,0.025,9.21,-77.0
1717514940,2024-06-04 17:29:00+0200,1114.0,426.0,,,,,,
1717514880,2024-06-04 17:28:00+0200,1113.0,421.0,,,,,,
1717514820,2024-06-04 17:27:00+0200,1193.0,427.0,,,,,,
1717514760,2024-06-04 17:26:00+0200,1392.0,457.0,,,,,,
1717514700,2024-06-04 17:25:00+0200,1391.0,454.0,1009.0,24.672,4.199,0.024,9.21,-77.0
1717514640,2024-06-04 17:24:00+0200,1483.0,461.0,,,,,,
1717514580,2024-06-04 17:23:00+0200,1632.0,487.0,,,,,,
1717514520,2024-06-04 17:22:00+0200,1632.0,485.0,,,,,,
1717514460,2024-06-04 17:21:00+0200,1748.0,494.0,,,,,,
1717514400,2024-06-04 17:20:00+0200,1850.0,509.0,970.0,24.672,4.199,0.028,9.207,-77.0
1717514340,2024-06-04 17:19:00+0200,1850.0,510.0,,,,,,
1717514280,2024-06-04 17:18:00+0200,1409.0,420.0,,,,,,
1717514220,2024-06-04 17:17:00+0200,27.0,0.0,,,,,,
1717514160,2024-06-04 17:16:00+0200,33.0,0.0,,,,,,
1717514100,2024-06-04 17:15:00+0200,318.0,88.0,,,,,,
1717514040,2024-06-04 17:14:00+0200,1888.0,560.0,,,,,,
1717513980,2024-06-04 17:13:00+0200,1889.0,559.0,,,,,,
1717513920,2024-06-04 17:12:00+0200,2003.0,557.0,,,,,,
1717513860,2024-06-04 17:11:00+0200,2308.0,598.0,,,,,,
1717513800,2024-06-04 17:10:00+0200,2307.0,597.0,907.0,24.672,4.199,0.024,9.21,-77.0
1717513740,2024-06-04 17:09:00+0200,2421.0,596.0,,,,,,
1717513680,2024-06-04 17:08:00+0200,2701.0,629.0,,,,,,
1717513620,2024-06-04 17:07:00+0200,2701.0,628.0,,,,,,
1717513560,2024-06-04 17:06:00+0200,2859.0,631.0,,,,,,
1717513500,2024-06-04 17:05:00+0200,3053.0,653.0,,,,,,
1717513440,2024-06-04 17:04:00+0200,3053.0,654.0,,,,,,
1717513380,2024-06-04 17:03:00+0200,2633.0,629.0,,,,,,
1717513320,2024-06-04 17:02:00+0200,1487.0,493.0,,,,,,
1717513260,2024-06-04 17:01:00+0200,1488.0,491.0,,,,,,
1717513200,2024-06-04 17:00:00+0200,1580.0,491.0,806.0,24.672,4.199,0.024,9.207,-77.0
1717513140,2024-06-04 16:59:00+0200,1819.0,528.0,,,,,,
1717513080,2024-06-04 16:58:00+0200,1819.0,526.0,,,,,,
1717513020,2024-06-04 16:57:00+0200,1918.0,528.0,,,,,,
1717512960,2024-06-04 16:56:00+0200,2141.0,558.0,,,,,,
1717512900,2024-06-04 16:55:00+0200,2140.0,557.0,,,,,,
1717512840,2024-06-04 16:54:00+0200,2241.0,558.0,,,,,,
1717512780,2024-06-04 16:53:00+0200,2418.0,582.0,,,,,,
1717512720,2024-06-04 16:52:00+0200,2416.0,583.0,,,,,,
1717512660,2024-06-04 16:51:00+0200,2127.0,568.0,,,,,,
1717512600,2024-06-04 16:50:00+0200,1114.0,425.0,715.0,24.672,4.199,0.025,9.207,-77.0
1717512540,2024-06-04 16:49:00+0200,1115.0,421.0,,,,,,
1717512480,2024-06-04 16:48:00+0200,1213.0,429.0,,,,,,
1717512420,2024-06-04 16:47:00+0200,1385.0,456.0,,,,,,
1717512360,2024-06-04 16:46:00+0200,1384.0,453.0,,,,,,
1717512300,2024-06-04 16:45:00+0200,1454.0,456.0,,,,,,
1717512240,2024-06-04 16:44:00+0200,1622.0,485.0,,,,,,
1717512180,2024-06-04 16:43:00+0200,1622.0,483.0,,,,,,
1717512120,2024-06-04 16:42:00+0200,1699.0,487.0,,,,,,
1717512060,2024-06-04 16:41:00+0200,1840.0,507.0,,,,,,
1717512000,2024-06-04 16:40:00+0200,1837.0,507.0,638.0,24.672,4.199,0.048,9.207,-77.0
1717511940,2024-06-04 16:39:00+0200,1587.0,445.0,,,,,,
1717511880,2024-06-04 16:38:00+0200,35.0,0.0,,,,,,
1717511820,2024-06-04 16:37:00+0200,44.0,0.0,,,,,,
1717511760,2024-06-04 16:36:00+0200,49.0,0.0,,,,,,
1717511667,2024-06-04 16:34:27+0200,,,615.0,23.852,4.15,0.11,9.063,-77.0
