UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1718091000,2024-06-11 09:30:00+0200,291.0,145.0,2141.0,24.262,4.199,0.024,9.21,-95.0
1718090940,2024-06-11 09:29:00+0200,343.0,189.0,,,,,,
1718090880,2024-06-11 09:28:00+0200,233.0,144.0,,,,,,
1718090820,2024-06-11 09:27:00+0200,233.0,145.0,,,,,,
1718090760,2024-06-11 09:26:00+0200,208.0,104.0,,,,,,
1718090700,2024-06-11 09:25:00+0200,36.0,0.0,2129.0,24.672,4.199,0.045,9.21,-95.0
1718090640,2024-06-11 09:24:00+0200,33.0,0.0,,,,,,
1718090580,2024-06-11 09:23:00+0200,404.0,159.0,,,,,,
1718090520,2024-06-11 09:22:00+0200,898.0,372.0,,,,,,
1718090460,2024-06-11 09:21:00+0200,928.0,377.0,,,,,,
1718090400,2024-06-11 09:20:00+0200,802.0,339.0,2116.0,24.672,4.199,0.025,9.21,-95.0
1718090340,2024-06-11 09:19:00+0200,759.0,324.0,,,,,,
1718090280,2024-06-11 09:18:00+0200,747.0,318.0,,,,,,
1718090220,2024-06-11 09:17:00+0200,643.0,288.0,,,,,,
1718090160,2024-06-11 09:16:00+0200,722.0,311.0,,,,,,
1718090100,2024-06-11 09:15:00+0200,754.0,319.0,,24.672,4.199,0.024,9.21,-95.0
1718089800,2024-06-11 09:10:00+0200,24.0,0.0,2066.0,26.311,4.2,0.121,9.21,-95.0
1718089740,2024-06-11 09:09:00+0200,23.0,0.0,,,,,,
1718089680,2024-06-11 09:08:00+0200,24.0,0.0,,,,,,
1718089620,2024-06-11 09:07:00+0200,29.0,0.0,,,,,,
1718089560,2024-06-11 09:06:00+0200,345.0,97.0,,,,,,
1718089500,2024-06-11 09:05:00+0200,1871.0,559.0,2066.0,25.082,4.199,0.066,9.21,-95.0
1718089440,2024-06-11 09:04:00+0200,1875.0,558.0,,,,,,
1718089380,2024-06-11 09:03:00+0200,2000.0,556.0,,,,,,
1718089320,2024-06-11 09:02:00+0200,2296.0,597.0,,,,,,
1718089260,2024-06-11 09:01:00+0200,2296.0,596.0,,,,,,
1718089200,2024-06-11 09:00:00+0200,2428.0,597.0,2020.0,24.262,4.199,0.024,9.21,-95.0
1718089140,2024-06-11 08:59:00+0200,2687.0,629.0,,,,,,
1718089080,2024-06-11 08:58:00+0200,2687.0,628.0,,,,,,
1718089020,2024-06-11 08:57:00+0200,3009.0,646.0,,,,,,
1718088960,2024-06-11 08:56:00+0200,3033.0,652.0,,,,,,
1718088900,2024-06-11 08:55:00+0200,3033.0,653.0,1968.0,24.262,4.198,0.033,9.207,-95.0
1718088840,2024-06-11 08:54:00+0200,2293.0,529.0,,,,,,
1718088780,2024-06-11 08:53:00+0200,36.0,0.0,,,,,,
1718088720,2024-06-11 08:52:00+0200,36.0,0.0,,,,,,
1718088660,2024-06-11 08:51:00+0200,235.0,69.0,,,,,,
1718088600,2024-06-11 08:50:00+0200,1486.0,492.0,1944.0,24.262,4.199,0.024,9.21,-83.0
1718088540,2024-06-11 08:49:00+0200,1487.0,488.0,,,,,,
1718088480,2024-06-11 08:48:00+0200,1611.0,494.0,,,,,,
1718088420,2024-06-11 08:47:00+0200,1809.0,527.0,,,,,,
1718088360,2024-06-11 08:46:00+0200,1809.0,525.0,,,,,,
1718088300,2024-06-11 08:45:00+0200,1923.0,528.0,1904.0,24.672,4.199,0.025,9.21,-83.0
1718088240,2024-06-11 08:44:00+0200,2128.0,555.0,,,,,,
1718088180,2024-06-11 08:43:00+0200,2127.0,554.0,,,,,,
1718088120,2024-06-11 08:42:00+0200,2224.0,556.0,,,,,,
1718088060,2024-06-11 08:41:00+0200,2401.0,580.0,,,,,,
1718088000,2024-06-11 08:40:00+0200,2400.0,581.0,1858.0,24.672,4.199,0.043,9.21,-83.0
1718087940,2024-06-11 08:39:00+0200,2106.0,548.0,,,,,,
1718087880,2024-06-11 08:38:00+0200,36.0,0.0,,,,,,
1718087820,2024-06-11 08:37:00+0200,36.0,0.0,,,,,,
1718087760,2024-06-11 08:36:00+0200,238.0,83.0,,,,,,
1718087700,2024-06-11 08:35:00+0200,1111.0,424.0,1836.0,24.262,4.199,0.024,9.21,-87.0
1718087640,2024-06-11 08:34:00+0200,1112.0,420.0,,,,,,
1718087580,2024-06-11 08:33:00+0200,1180.0,424.0,,,,,,
1718087520,2024-06-11 08:32:00+0200,1383.0,455.0,,,,,,
1718087460,2024-06-11 08:31:00+0200,1381.0,451.0,,,,,,
1718087400,2024-06-11 08:30:00+0200,1457.0,456.0,1800.0,24.672,4.199,0.024,9.21,-87.0
1718087340,2024-06-11 08:29:00+0200,1613.0,485.0,,,,,,
1718087280,2024-06-11 08:28:00+0200,1612.0,482.0,,,,,,
1718087220,2024-06-11 08:27:00+0200,1687.0,485.0,,,,,,
1718087160,2024-06-11 08:26:00+0200,1826.0,504.0,,,,,,
1718087100,2024-06-11 08:25:00+0200,1822.0,502.0,1760.0,25.492,4.199,0.026,9.213,-87.0
1718087040,2024-06-11 08:24:00+0200,1821.0,406.0,,,,,,
1718086980,2024-06-11 08:23:00+0200,36.0,0.0,,,,,,
1718086920,2024-06-11 08:22:00+0200,33.0,0.0,,,,,,
1718086860,2024-06-11 08:21:00+0200,29.0,0.0,,,,,,
1718086800,2024-06-11 08:20:00+0200,30.0,0.0,1743.0,27.541,4.185,0.182,9.183,-87.0
1718086740,2024-06-11 08:19:00+0200,35.0,0.0,,,,,,
1718086693,2024-06-11 08:18:13+0200,,,1743.0,26.311,4.191,0.152,9.197,-87.0
1718086209,2024-06-11 08:10:09+0200,42.0,0.0,1743.0,26.311,4.157,0.207,9.098,-87.0
1718086094,2024-06-11 08:08:14+0200,,,1743.0,24.262,4.189,0.223,9.186,-87.0
