TimeStamp,123M04971901FD: Flow (ln/min),123M04971901FD: Pressure outlet (bar(a)),123M04971901FD: Temperature (°C),123M05180215PI: Flow (ln/min),123M05180215PI: Pressure outlet (bar(a)),123M05180215PI: Temperature (°C)
2024-07-26 15:19:39.504,,,,7.000317,1.1053472,27.300001
2024-07-26 15:19:39.564,,,,6.9998655,1.1053437,27.298439
2024-07-26 15:19:39.566,0,1.0993093,25.454689,,,
2024-07-26 15:19:39.622,0,1.0993105,25.45,,,
2024-07-26 15:19:39.629,,,,6.9999785,1.1053541,27.298439
2024-07-26 15:19:39.686,0,1.0993072,25.459375,,,
2024-07-26 15:19:39.693,,,,7.0001035,1.1053572,27.303125
2024-07-26 15:19:39.751,,,,7.000026,1.1053554,27.298439
2024-07-26 15:19:39.753,0,1.0993156,25.454689,,,
2024-07-26 15:19:39.810,0,1.0993142,25.454689,,,
2024-07-26 15:19:39.821,,,,6.999875,1.1053461,27.301563
2024-07-26 15:19:39.871,0,1.0993174,25.45,,,
2024-07-26 15:19:39.879,,,,6.9998393,1.1053671,27.303125
2024-07-26 15:19:39.934,0,1.0993212,25.459375,,,
2024-07-26 15:19:39.944,,,,7.0001435,1.1053687,27.303125
2024-07-26 15:19:40.002,,,,6.9998674,1.1053674,27.298439
2024-07-26 15:19:40.006,0,1.09933,25.453125,,,
2024-07-26 15:19:40.062,0,1.099342,25.454689,,,
2024-07-26 15:19:40.067,,,,6.9996667,1.1053885,27.300001
2024-07-26 15:19:40.124,0,1.0993458,25.45,,,
2024-07-26 15:19:40.131,,,,7.000192,1.1053905,27.298439
2024-07-26 15:19:40.191,,,,7.0001054,1.10539,27.300001
2024-07-26 15:19:40.193,0,1.0993401,25.459375,,,
2024-07-26 15:19:40.251,,,,6.9998116,1.105396,27.300001
2024-07-26 15:19:40.254,0,1.0993402,25.459375,,,
2024-07-26 15:19:40.312,,,,6.9998555,1.105398,27.303125
2024-07-26 15:19:40.314,0,1.0993491,25.453125,,,
2024-07-26 15:19:40.371,0,1.0993501,25.460938,,,
2024-07-26 15:19:40.379,,,,7.0000668,1.1054032,27.298439
2024-07-26 15:19:40.438,,,,6.99993,1.1054083,27.300001
2024-07-26 15:19:40.439,0,1.0993514,25.454689,,,
2024-07-26 15:19:40.494,0,1.0993545,25.453125,,,
2024-07-26 15:19:40.500,,,,7.00003,1.1054064,27.301563
2024-07-26 15:19:40.561,,,,7.000168,1.1054051,27.301563
2024-07-26 15:19:40.563,0,1.099354,25.451563,,,
2024-07-26 15:19:40.621,,,,6.999985,1.1054045,27.301563
2024-07-26 15:19:40.623,0,1.0993475,25.453125,,,
2024-07-26 15:19:40.680,0,1.0993552,25.454689,,,
2024-07-26 15:19:40.687,,,,7.0000186,1.1054159,27.300001
2024-07-26 15:19:40.749,,,,7.000162,1.1054103,27.300001
2024-07-26 15:19:40.751,0,1.0993544,25.459375,,,
2024-07-26 15:19:40.812,,,,7.0000873,1.1054041,27.300001
2024-07-26 15:19:40.816,0,1.0993577,25.453125,,,
2024-07-26 15:19:40.873,,,,7.0002213,1.1054116,27.301563
2024-07-26 15:19:40.875,0,1.0993618,25.451563,,,
2024-07-26 15:19:40.930,0,1.0993589,25.454689,,,
2024-07-26 15:19:40.940,,,,7.0000525,1.105421,27.301563
2024-07-26 15:19:40.998,,,,7.0001726,1.1054188,27.300001
2024-07-26 15:19:41.001,0,1.0993589,25.454689,,,
2024-07-26 15:19:41.059,,,,7.000061,1.1054239,27.301563
2024-07-26 15:19:41.062,0,1.0993612,25.45,,,
2024-07-26 15:19:41.118,0,1.0993581,25.45,,,
2024-07-26 15:19:41.124,,,,7.0003357,1.1054199,27.304688
2024-07-26 15:19:41.179,0,1.0993607,25.454689,,,
2024-07-26 15:19:41.186,,,,6.999892,1.1054126,27.298439
2024-07-26 15:19:41.242,0,1.0993607,25.454689,,,
2024-07-26 15:19:41.250,,,,7.0000186,1.1054144,27.301563
2024-07-26 15:19:41.303,0,1.0993532,25.456251,,,
2024-07-26 15:19:41.310,,,,7.0002747,1.1054026,27.301563
2024-07-26 15:19:41.364,0,1.0993428,25.451563,,,
2024-07-26 15:19:41.371,,,,6.999909,1.105398,27.298439
2024-07-26 15:19:41.430,,,,7.000016,1.1054024,27.298439
2024-07-26 15:19:41.432,0,1.0993433,25.459375,,,
2024-07-26 15:19:41.493,,,,6.9998903,1.1053786,27.300001
2024-07-26 15:19:41.495,0,1.0993333,25.453125,,,
2024-07-26 15:19:41.552,0,1.099322,25.453125,,,
2024-07-26 15:19:41.560,,,,7.0000696,1.1053616,27.298439
2024-07-26 15:19:41.614,0,1.0993192,25.451563,,,
2024-07-26 15:19:41.621,,,,6.9998302,1.105345,27.307814
2024-07-26 15:19:41.677,0,1.0993241,25.456251,,,
2024-07-26 15:19:41.686,,,,6.999934,1.1053373,27.301563
2024-07-26 15:19:41.746,,,,7.0000114,1.1053494,27.303125
2024-07-26 15:19:41.750,0,1.0993335,25.453125,,,
2024-07-26 15:19:41.802,0,1.0993313,25.448439,,,
2024-07-26 15:19:41.811,,,,6.9999623,1.105359,27.303125
2024-07-26 15:19:41.862,0,1.0993342,25.453125,,,
2024-07-26 15:19:41.869,,,,6.9997983,1.1053789,27.301563
2024-07-26 15:19:41.925,0,1.0993315,25.453125,,,
2024-07-26 15:19:41.932,,,,6.999959,1.1053756,27.301563
2024-07-26 15:19:41.993,,,,7.000097,1.1053797,27.301563
2024-07-26 15:19:41.995,0,1.0993413,25.45,,,
2024-07-26 15:19:42.057,,,,6.9999013,1.1053693,27.298439
2024-07-26 15:19:42.059,0,1.0993489,25.457813,,,
2024-07-26 15:19:42.112,0,1.0993457,25.454689,,,
2024-07-26 15:19:42.121,,,,6.9999695,1.105372,27.29375
2024-07-26 15:19:42.179,,,,7.00007,1.105372,27.300001
2024-07-26 15:19:42.182,0,1.0993439,25.453125,,,
2024-07-26 15:19:42.242,,,,7.000227,1.105374,27.301563
2024-07-26 15:19:42.244,0,1.0993421,25.451563,,,
2024-07-26 15:19:42.306,,,,6.999903,1.105365,27.298439
2024-07-26 15:19:42.308,0,1.0993414,25.457813,,,
2024-07-26 15:19:42.361,0,1.0993491,25.456251,,,
2024-07-26 15:19:42.367,,,,7.0000443,1.1053649,27.301563
2024-07-26 15:19:42.429,,,,7.000267,1.1053638,27.298439
2024-07-26 15:19:42.432,0,1.0993488,25.446877,,,
2024-07-26 15:19:42.490,0,1.0993497,25.451563,,,
2024-07-26 15:19:42.496,,,,7.000446,1.1053588,27.300001
2024-07-26 15:19:42.551,0,1.0993345,25.456251,,,
2024-07-26 15:19:42.558,,,,7.000456,1.1053498,27.301563
2024-07-26 15:19:42.612,0,1.0993274,25.456251,,,
2024-07-26 15:19:42.619,,,,6.9999385,1.105341,27.295313
2024-07-26 15:19:42.673,0,1.0993209,25.446877,,,
2024-07-26 15:19:42.682,,,,7.000137,1.1053294,27.303125
2024-07-26 15:19:42.737,0,1.0993221,25.45,,,
2024-07-26 15:19:42.745,,,,7.0001845,1.105331,27.303125
2024-07-26 15:19:42.804,0,1.0993122,25.454689,,,
2024-07-26 15:19:42.812,,,,7.0001,1.1053293,27.300001
2024-07-26 15:19:42.866,,,,6.9996595,1.1053269,27.295313
2024-07-26 15:19:42.870,0,1.0993216,25.453125,,,
2024-07-26 15:19:42.929,,,,6.999732,1.1053271,27.304688
2024-07-26 15:19:42.931,0,1.0993241,25.442188,,,
2024-07-26 15:19:42.986,0,1.0993247,25.451563,,,
2024-07-26 15:19:42.995,,,,6.999884,1.1053251,27.295313
2024-07-26 15:19:43.057,,,,6.9998517,1.1053227,27.298439
2024-07-26 15:19:43.060,0,1.099325,25.454689,,,
2024-07-26 15:19:43.115,,,,6.999693,1.1053448,27.298439
2024-07-26 15:19:43.119,0,1.0993371,25.454689,,,
2024-07-26 15:19:43.177,,,,6.999877,1.1053531,27.300001
2024-07-26 15:19:43.179,0,1.0993447,25.454689,,,
2024-07-26 15:19:43.235,0,1.0993444,25.454689,,,
2024-07-26 15:19:43.240,,,,6.9998918,1.1053482,27.300001
2024-07-26 15:19:43.298,0,1.0993465,25.453125,,,
2024-07-26 15:19:43.306,,,,7.0001736,1.1053424,27.304688
2024-07-26 15:19:43.364,,,,6.999993,1.105352,27.303125
2024-07-26 15:19:43.366,0,1.0993594,25.45,,,
2024-07-26 15:19:43.425,0,1.0993571,25.453125,,,
2024-07-26 15:19:43.432,,,,6.9998527,1.1053587,27.304688
2024-07-26 15:19:43.487,0,1.0993522,25.459375,,,
2024-07-26 15:19:43.495,,,,7.0005007,1.1053544,27.303125
2024-07-26 15:19:43.545,0,1.0993406,25.454689,,,
2024-07-26 15:19:43.552,,,,7.000198,1.10536,27.303125
2024-07-26 15:19:43.611,,,,7.0003133,1.1053548,27.303125
2024-07-26 15:19:43.613,0,1.0993335,25.454689,,,
2024-07-26 15:19:43.670,0,1.0993215,25.453125,,,
2024-07-26 15:19:43.677,,,,7.0003037,1.1053475,27.298439
2024-07-26 15:19:43.733,0,1.0993143,25.45,,,
2024-07-26 15:19:43.740,,,,7.000324,1.1053337,27.298439
2024-07-26 15:19:43.795,0,1.0993088,25.451563,,,
2024-07-26 15:19:43.802,,,,6.9999027,1.1053402,27.300001
2024-07-26 15:19:43.862,,,,7.0000095,1.105342,27.298439
2024-07-26 15:19:43.864,0,1.0993131,25.45,,,
2024-07-26 15:19:43.919,0,1.0992993,25.453125,,,
2024-07-26 15:19:43.928,,,,6.9999857,1.105342,27.303125
2024-07-26 15:19:43.988,,,,6.999833,1.1053506,27.303125
2024-07-26 15:19:43.993,0,1.0993074,25.445312,,,
2024-07-26 15:19:44.050,,,,7.000161,1.1053628,27.298439
2024-07-26 15:19:44.052,0,1.0993046,25.456251,,,
2024-07-26 15:19:44.111,,,,7.000345,1.1053424,27.300001
2024-07-26 15:19:44.115,0,1.0992988,25.451563,,,
2024-07-26 15:19:44.168,0,1.0993022,25.45,,,
2024-07-26 15:19:44.177,,,,7.0001087,1.1053326,27.298439
2024-07-26 15:19:44.235,,,,7.0001097,1.1053333,27.303125
2024-07-26 15:19:44.237,0,1.0993015,25.45,,,
2024-07-26 15:19:44.291,0,1.0993054,25.456251,,,
2024-07-26 15:19:44.297,,,,6.9997864,1.105344,27.295313
2024-07-26 15:19:44.360,,,,6.999866,1.1053431,27.296875
2024-07-26 15:19:44.362,0,1.0993124,25.448439,,,
2024-07-26 15:19:44.416,0,1.0993129,25.453125,,,
2024-07-26 15:19:44.423,,,,6.999982,1.1053377,27.300001
2024-07-26 15:19:44.483,,,,7.0000086,1.1053406,27.295313
2024-07-26 15:19:44.485,0,1.0993074,25.454689,,,
2024-07-26 15:19:44.544,0,1.0993099,25.454689,,,
2024-07-26 15:19:44.551,,,,6.9999027,1.1053332,27.295313
2024-07-26 15:19:44.610,,,,6.9999266,1.105332,27.298439
2024-07-26 15:19:44.612,0,1.0993135,25.446877,,,
2024-07-26 15:19:44.666,0,1.09932,25.454689,,,
2024-07-26 15:19:44.672,,,,6.9997163,1.1053423,27.300001
2024-07-26 15:19:44.728,0,1.0993232,25.454689,,,
2024-07-26 15:19:44.735,,,,6.9999866,1.1053332,27.300001
2024-07-26 15:19:44.793,,,,6.999923,1.1053405,27.301563
2024-07-26 15:19:44.795,0,1.0993344,25.446877,,,
2024-07-26 15:19:44.856,,,,6.999899,1.1053435,27.303125
2024-07-26 15:19:44.860,0,1.09934,25.453125,,,
2024-07-26 15:19:44.914,0,1.0993519,25.45,,,
2024-07-26 15:19:44.921,,,,6.999974,1.1053425,27.298439
2024-07-26 15:19:44.981,,,,7.0001764,1.105349,27.29375
2024-07-26 15:19:44.983,0,1.0993462,25.445312,,,
2024-07-26 15:19:45.038,0,1.0993476,25.448439,,,
2024-07-26 15:19:45.044,,,,6.9998927,1.1053568,27.296875
2024-07-26 15:19:45.100,0,1.0993485,25.448439,,,
2024-07-26 15:19:45.105,,,,6.9999332,1.1053642,27.295313
2024-07-26 15:19:45.162,0,1.0993483,25.45,,,
2024-07-26 15:19:45.168,,,,7.0005035,1.1053647,27.301563
2024-07-26 15:19:45.230,,,,7.0001125,1.1053628,27.296875
2024-07-26 15:19:45.232,0,1.0993474,25.454689,,,
2024-07-26 15:19:45.326,0,1.0993398,25.45,,,
2024-07-26 15:19:45.344,,,,7.0002937,1.1053412,27.298439
2024-07-26 15:19:45.346,0,1.0993207,25.453125,,,
2024-07-26 15:19:45.353,,,,7.000277,1.1053375,27.296875
2024-07-26 15:19:45.395,0,1.099318,25.448439,,,
2024-07-26 15:19:45.402,,,,6.9997544,1.1053408,27.300001
2024-07-26 15:19:45.459,0,1.0993164,25.448439,,,
2024-07-26 15:19:45.466,,,,7.0000396,1.1053424,27.303125
2024-07-26 15:19:45.523,0,1.0993029,25.451563,,,
2024-07-26 15:19:45.529,,,,6.999956,1.1053398,27.296875
2024-07-26 15:19:45.591,,,,7.0001183,1.1053348,27.298439
2024-07-26 15:19:45.594,0,1.0992985,25.451563,,,
2024-07-26 15:19:45.647,0,1.0992973,25.45,,,
2024-07-26 15:19:45.655,,,,6.999791,1.1053363,27.301563
2024-07-26 15:19:45.709,0,1.0993025,25.446877,,,
2024-07-26 15:19:45.716,,,,6.9999647,1.1053377,27.300001
2024-07-26 15:19:45.772,0,1.0993115,25.454689,,,
2024-07-26 15:19:45.779,,,,6.9997606,1.1053482,27.295313
2024-07-26 15:19:45.841,0,1.0993079,25.446877,,,
2024-07-26 15:19:45.848,,,,7.0001287,1.1053579,27.300001
2024-07-26 15:19:45.898,0,1.0993003,25.448439,,,
2024-07-26 15:19:45.907,,,,6.999977,1.1053647,27.296875
2024-07-26 15:19:45.964,,,,7.000081,1.105361,27.300001
2024-07-26 15:19:45.967,0,1.0993004,25.448439,,,
2024-07-26 15:19:46.025,0,1.0993109,25.45,,,
2024-07-26 15:19:46.034,,,,7.0001087,1.105362,27.296875
2024-07-26 15:19:46.091,,,,7.0002446,1.1053592,27.295313
2024-07-26 15:19:46.093,0,1.0993046,25.456251,,,
2024-07-26 15:19:46.154,,,,6.9997706,1.1053581,27.296875
2024-07-26 15:19:46.156,0,1.0993131,25.454689,,,
2024-07-26 15:19:46.215,,,,6.9999046,1.1053591,27.303125
2024-07-26 15:19:46.219,0,1.0993187,25.451563,,,
2024-07-26 15:19:46.276,,,,7.000182,1.1053487,27.296875
2024-07-26 15:19:46.280,0,1.099317,25.454689,,,
2024-07-26 15:19:46.336,,,,6.9999604,1.1053606,27.298439
2024-07-26 15:19:46.338,0,1.0993198,25.45,,,
2024-07-26 15:19:46.394,0,1.0993203,25.457813,,,
2024-07-26 15:19:46.401,,,,7.0000753,1.1053548,27.298439
2024-07-26 15:19:46.461,,,,7.0000563,1.1053414,27.296875
2024-07-26 15:19:46.463,0,1.0993184,25.45,,,
2024-07-26 15:19:46.525,,,,7.0001893,1.1053392,27.300001
2024-07-26 15:19:46.528,0,1.0993141,25.451563,,,
2024-07-26 15:19:46.583,0,1.0993263,25.460938,,,
2024-07-26 15:19:46.591,,,,6.9999976,1.1053427,27.300001
2024-07-26 15:19:46.647,,,,6.99991,1.1053451,27.296875
2024-07-26 15:19:46.649,0,1.0993302,25.451563,,,
2024-07-26 15:19:46.714,,,,7.0003605,1.1053405,27.296875
2024-07-26 15:19:46.715,0,1.0993172,25.454689,,,
2024-07-26 15:19:46.772,,,,7.0003724,1.1053284,27.301563
2024-07-26 15:19:46.774,0,1.0993049,25.446877,,,
2024-07-26 15:19:46.830,0,1.0993055,25.448439,,,
2024-07-26 15:19:46.836,,,,7.0000134,1.1053288,27.300001
2024-07-26 15:19:46.895,0,1.0993029,25.454689,,,
2024-07-26 15:19:46.902,,,,6.9999385,1.1053251,27.296875
2024-07-26 15:19:46.962,,,,6.999896,1.1053244,27.296875
2024-07-26 15:19:46.964,0,1.099308,25.448439,,,
2024-07-26 15:19:47.021,0,1.0993083,25.456251,,,
2024-07-26 15:19:47.028,,,,6.999803,1.1053351,27.301563
2024-07-26 15:19:47.088,,,,7.0000253,1.1053423,27.300001
2024-07-26 15:19:47.091,0,1.099297,25.453125,,,
2024-07-26 15:19:47.148,,,,6.9998565,1.1053488,27.298439
2024-07-26 15:19:47.150,0,1.0993029,25.45,,,
2024-07-26 15:19:47.203,0,1.0993036,25.45,,,
2024-07-26 15:19:47.211,,,,7.000097,1.105345,27.300001
2024-07-26 15:19:47.266,0,1.0993129,25.459375,,,
2024-07-26 15:19:47.276,,,,7.000071,1.1053584,27.303125
2024-07-26 15:19:47.328,0,1.0993114,25.45,,,
2024-07-26 15:19:47.334,,,,6.999959,1.1053523,27.296875
2024-07-26 15:19:47.395,,,,6.999809,1.105359,27.303125
2024-07-26 15:19:47.396,0,1.0993109,25.453125,,,
2024-07-26 15:19:47.458,,,,6.9999743,1.1053624,27.296875
2024-07-26 15:19:47.460,0,1.0993086,25.456251,,,
2024-07-26 15:19:47.521,,,,6.9997325,1.1053646,27.290627
2024-07-26 15:19:47.522,0,1.0993162,25.448439,,,
2024-07-26 15:19:47.578,0,1.09932,25.45,,,
2024-07-26 15:19:47.584,,,,6.9998627,1.1053783,27.298439
2024-07-26 15:19:47.641,0,1.099316,25.45,,,
2024-07-26 15:19:47.649,,,,7.0003815,1.1053836,27.306252
2024-07-26 15:19:47.704,0,1.0993137,25.453125,,,
2024-07-26 15:19:47.711,,,,7.000452,1.1053752,27.303125
2024-07-26 15:19:47.772,0,1.0993041,25.456251,,,
2024-07-26 15:19:47.778,,,,6.999857,1.1053815,27.29375
2024-07-26 15:19:47.836,,,,7.0002427,1.1053779,27.300001
2024-07-26 15:19:47.841,0,1.0993,25.451563,,,
2024-07-26 15:19:47.896,,,,6.9999056,1.1053809,27.303125
2024-07-26 15:19:47.900,0,1.0993022,25.453125,,,
2024-07-26 15:19:47.963,,,,7.0001845,1.1053877,27.303125
2024-07-26 15:19:47.966,0,1.0993013,25.45,,,
2024-07-26 15:19:48.020,,,,6.999795,1.1053869,27.296875
2024-07-26 15:19:48.022,0,1.0993015,25.448439,,,
2024-07-26 15:19:48.079,0,1.0993046,25.454689,,,
2024-07-26 15:19:48.087,,,,7.0001245,1.105393,27.295313
2024-07-26 15:19:48.145,0,1.0993063,25.45,,,
2024-07-26 15:19:48.153,,,,7.0000834,1.1053857,27.298439
2024-07-26 15:19:48.211,,,,7.0000453,1.1053804,27.295313
2024-07-26 15:19:48.216,0,1.0993003,25.456251,,,
2024-07-26 15:19:48.273,,,,6.9999886,1.1053761,27.298439
2024-07-26 15:19:48.278,0,1.0993029,25.446877,,,
2024-07-26 15:19:48.329,0,1.0993036,25.446877,,,
2024-07-26 15:19:48.336,,,,7.0003753,1.1053616,27.300001
2024-07-26 15:19:48.398,,,,6.999883,1.1053576,27.300001
2024-07-26 15:19:48.400,0,1.0992982,25.456251,,,
2024-07-26 15:19:48.458,0,1.0992976,25.451563,,,
2024-07-26 15:19:48.466,,,,6.9999204,1.1053759,27.301563
2024-07-26 15:19:48.524,,,,7.000127,1.1053716,27.29375
2024-07-26 15:19:48.526,0,1.0992988,25.453125,,,
2024-07-26 15:19:48.588,,,,6.999848,1.1053709,27.29375
2024-07-26 15:19:48.589,0,1.0992974,25.454689,,,
2024-07-26 15:19:48.644,0,1.0992944,25.448439,,,
2024-07-26 15:19:48.651,,,,7.000242,1.105372,27.298439
2024-07-26 15:19:48.714,,,,6.9999146,1.1053789,27.296875
2024-07-26 15:19:48.716,0,1.0992956,25.456251,,,
2024-07-26 15:19:48.776,,,,6.9999104,1.1053774,27.296875
2024-07-26 15:19:48.778,0,1.0992882,25.448439,,,
2024-07-26 15:19:48.829,0,1.0992907,25.448439,,,
2024-07-26 15:19:48.838,,,,7.00006,1.1053782,27.298439
2024-07-26 15:19:48.897,,,,6.999772,1.1053883,27.298439
2024-07-26 15:19:48.901,0,1.0992948,25.45,,,
2024-07-26 15:19:48.956,0,1.0992924,25.44375,,,
2024-07-26 15:19:48.963,,,,7.0002246,1.1053908,27.295313
2024-07-26 15:19:49.018,0,1.0992919,25.453125,,,
2024-07-26 15:19:49.028,,,,7.0002794,1.1053996,27.298439
2024-07-26 15:19:49.084,,,,6.9999886,1.1053976,27.29375
2024-07-26 15:19:49.089,0,1.0992938,25.453125,,,
2024-07-26 15:19:49.142,0,1.0992916,25.454689,,,
2024-07-26 15:19:49.151,,,,7.000095,1.1054035,27.296875
2024-07-26 15:19:49.203,0,1.0992991,25.453125,,,
2024-07-26 15:19:49.211,,,,6.99978,1.1054031,27.295313
2024-07-26 15:19:49.270,,,,7.0003304,1.1054127,27.298439
2024-07-26 15:19:49.272,0,1.099308,25.451563,,,
2024-07-26 15:19:49.328,0,1.0993052,25.448439,,,
2024-07-26 15:19:49.333,,,,7.000036,1.1054262,27.301563
2024-07-26 15:19:49.395,,,,7.000102,1.1054257,27.292189
2024-07-26 15:19:49.397,0,1.0993013,25.445312,,,
2024-07-26 15:19:49.458,,,,7.0000935,1.1054217,27.300001
2024-07-26 15:19:49.461,0,1.0993029,25.448439,,,
2024-07-26 15:19:49.523,,,,7.0003386,1.105411,27.298439
2024-07-26 15:19:49.526,0,1.0992988,25.456251,,,
2024-07-26 15:19:49.583,,,,6.999719,1.1054186,27.295313
2024-07-26 15:19:49.584,0,1.0993048,25.451563,,,
2024-07-26 15:19:49.640,0,1.0993099,25.45,,,
2024-07-26 15:19:49.649,,,,7.00004,1.1054217,27.300001
2024-07-26 15:19:49.709,0,1.0993093,25.454689,,,
2024-07-26 15:19:49.715,,,,7.0002103,1.1054226,27.296875
2024-07-26 15:19:49.773,,,,7.000526,1.1054035,27.295313
2024-07-26 15:19:49.775,0,1.099295,25.451563,,,
2024-07-26 15:19:49.826,0,1.0992937,25.445312,,,
2024-07-26 15:19:49.835,,,,6.999988,1.105396,27.295313
2024-07-26 15:19:49.889,0,1.0992846,25.448439,,,
2024-07-26 15:19:49.896,,,,7.0000243,1.1053998,27.296875
2024-07-26 15:19:49.953,0,1.0992801,25.451563,,,
2024-07-26 15:19:49.961,,,,7.0003047,1.1054021,27.296875
2024-07-26 15:19:50.021,,,,7.0001855,1.1053935,27.301563
2024-07-26 15:19:50.025,0,1.0992712,25.454689,,,
2024-07-26 15:19:50.075,0,1.0992597,25.446877,,,
2024-07-26 15:19:50.083,,,,6.9998264,1.1053858,27.298439
2024-07-26 15:19:50.144,,,,6.9999743,1.1053877,27.29375
2024-07-26 15:19:50.146,0,1.0992664,25.45,,,
2024-07-26 15:19:50.200,0,1.0992628,25.451563,,,
2024-07-26 15:19:50.209,,,,6.9999056,1.1053848,27.298439
2024-07-26 15:19:50.269,,,,6.999844,1.1053771,27.298439
2024-07-26 15:19:50.271,0,1.0992683,25.451563,,,
2024-07-26 15:19:50.326,0,1.0992752,25.45,,,
2024-07-26 15:19:50.332,,,,6.9999638,1.1053724,27.296875
2024-07-26 15:19:50.392,,,,6.999989,1.1053724,27.295313
2024-07-26 15:19:50.394,0,1.099284,25.453125,,,
2024-07-26 15:19:50.450,0,1.0992905,25.446877,,,
2024-07-26 15:19:50.459,,,,6.99996,1.1053739,27.296875
2024-07-26 15:19:50.520,,,,7.000208,1.1053804,27.296875
2024-07-26 15:19:50.523,0,1.0992776,25.45,,,
2024-07-26 15:19:50.578,,,,7.0000744,1.1053973,27.300001
2024-07-26 15:19:50.581,0,1.099272,25.445312,,,
2024-07-26 15:19:50.635,0,1.0992687,25.44375,,,
2024-07-26 15:19:50.643,,,,7.000163,1.1054084,27.29375
2024-07-26 15:19:50.693,,,,6.9999847,1.1054091,27.296875
2024-07-26 15:19:50.694,0,1.0992744,25.448439,,,
