UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1723104801,2024-08-08 10:13:21+0200,47.0,0.0,,,,,,
1723104741,2024-08-08 10:12:21+0200,47.0,0.0,,,,,,
1723104681,2024-08-08 10:11:21+0200,47.0,0.0,,,,,,
1723104621,2024-08-08 10:10:21+0200,47.0,0.0,,,,,,
1723104561,2024-08-08 10:09:21+0200,44.0,0.0,,,,,,
1723104501,2024-08-08 10:08:21+0200,44.0,0.0,,,,,,
1723104441,2024-08-08 10:07:21+0200,47.0,0.0,,,,,,
1723104381,2024-08-08 10:06:21+0200,47.0,0.0,,,,,,
1723104321,2024-08-08 10:05:21+0200,47.0,0.0,,,,,,
1723104261,2024-08-08 10:04:21+0200,47.0,0.0,,,,,,
1723104201,2024-08-08 10:03:21+0200,47.0,0.0,,,,,,
1723104141,2024-08-08 10:02:21+0200,47.0,0.0,,,,,,
