UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1723535520,2024-08-13 09:52:00+0200,690.0,298.0,,,,,,
1723535460,2024-08-13 09:51:00+0200,1278.0,408.0,,,,,,
1723535400,2024-08-13 09:50:00+0200,621.0,260.0,4992.0,25.492,4.198,0.018,9.207,-77.0
1723535340,2024-08-13 09:49:00+0200,690.0,291.0,,,,,,
1723535280,2024-08-13 09:48:00+0200,689.0,295.0,,,,,,
1723535220,2024-08-13 09:47:00+0200,690.0,297.0,,,,,,
1723535160,2024-08-13 09:46:00+0200,690.0,298.0,,,,,,
1723535100,2024-08-13 09:45:00+0200,347.0,146.0,4968.0,25.492,4.197,0.022,9.202,-77.0
1723535040,2024-08-13 09:44:00+0200,348.0,150.0,,,,,,
1723534980,2024-08-13 09:43:00+0200,347.0,154.0,,,,,,
1723534920,2024-08-13 09:42:00+0200,347.0,159.0,,,,,,
1723534860,2024-08-13 09:41:00+0200,347.0,164.0,,,,,,
1723534800,2024-08-13 09:40:00+0200,38.0,0.0,4953.0,25.492,4.198,0.018,9.205,-79.0
1723534740,2024-08-13 09:39:00+0200,316.0,136.0,,,,,,
1723534680,2024-08-13 09:38:00+0200,337.0,144.0,,,,,,
1723534620,2024-08-13 09:37:00+0200,337.0,144.0,,,,,,
1723534560,2024-08-13 09:36:00+0200,340.0,144.0,,,,,,
1723534500,2024-08-13 09:35:00+0200,57.0,0.0,4942.0,25.492,4.199,0.018,9.205,-79.0
1723534440,2024-08-13 09:34:00+0200,57.0,0.0,,,,,,
1723534380,2024-08-13 09:33:00+0200,57.0,0.0,,,,,,
1723534320,2024-08-13 09:32:00+0200,38.0,0.0,,,,,,
1723534260,2024-08-13 09:31:00+0200,37.0,0.0,,,,,,
1723534200,2024-08-13 09:30:00+0200,57.0,0.0,4942.0,25.492,4.196,0.023,9.202,-79.0
1723534140,2024-08-13 09:29:00+0200,57.0,0.0,,,,,,
1723534080,2024-08-13 09:28:00+0200,57.0,0.0,,,,,,
1723534020,2024-08-13 09:27:00+0200,57.0,0.0,,,,,,
1723533960,2024-08-13 09:26:00+0200,57.0,0.0,,,,,,
1723533900,2024-08-13 09:25:00+0200,57.0,0.0,4942.0,25.492,4.197,0.018,9.205,-79.0
1723533840,2024-08-13 09:24:00+0200,57.0,0.0,,,,,,
1723533780,2024-08-13 09:23:00+0200,57.0,0.0,,,,,,
1723533720,2024-08-13 09:22:00+0200,57.0,0.0,,,,,,
1723533660,2024-08-13 09:21:00+0200,57.0,0.0,,,,,,
1723533600,2024-08-13 09:20:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-79.0
1723533540,2024-08-13 09:19:00+0200,57.0,0.0,,,,,,
1723533480,2024-08-13 09:18:00+0200,57.0,0.0,,,,,,
1723533420,2024-08-13 09:17:00+0200,57.0,0.0,,,,,,
1723533360,2024-08-13 09:16:00+0200,57.0,0.0,,,,,,
1723533300,2024-08-13 09:15:00+0200,57.0,0.0,4942.0,25.492,4.198,0.024,9.205,-79.0
1723533240,2024-08-13 09:14:00+0200,57.0,0.0,,,,,,
1723533180,2024-08-13 09:13:00+0200,57.0,0.0,,,,,,
1723533120,2024-08-13 09:12:00+0200,57.0,0.0,,,,,,
1723533060,2024-08-13 09:11:00+0200,57.0,0.0,,,,,,
