UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1722003897,2024-07-26 16:24:57+0200,273.0,162.0,3921.0,27.541,4.196,0.062,9.204,-71.0
1722003837,2024-07-26 16:23:57+0200,273.0,161.0,,,,,,
1722003777,2024-07-26 16:22:57+0200,273.0,161.0,,,,,,
1722003717,2024-07-26 16:21:57+0200,272.0,161.0,,,,,,
1722003657,2024-07-26 16:20:57+0200,273.0,161.0,,,,,,
1722003600,2024-07-26 16:20:00+0200,273.0,160.0,3908.0,27.541,4.199,0.037,9.213,-63.0
1722003540,2024-07-26 16:19:00+0200,272.0,160.0,,,,,,
1722003480,2024-07-26 16:18:00+0200,261.0,148.0,,,,,,
1722003420,2024-07-26 16:17:00+0200,45.0,0.0,,,,,,
1722003360,2024-07-26 16:16:00+0200,1172.0,292.0,,,,,,
1722003300,2024-07-26 16:15:00+0200,2332.0,576.0,3898.0,27.541,4.192,0.025,9.199,-63.0
1722003240,2024-07-26 16:14:00+0200,2327.0,576.0,,,,,,
1722003180,2024-07-26 16:13:00+0200,2325.0,576.0,,,,,,
1722003120,2024-07-26 16:12:00+0200,2324.0,576.0,,,,,,
1722003060,2024-07-26 16:11:00+0200,2324.0,576.0,,,,,,
1722002999,2024-07-26 16:09:59+0200,2326.0,576.0,3850.0,27.951,4.196,0.077,9.204,-63.0
1722002939,2024-07-26 16:08:59+0200,2215.0,559.0,,,,,,
1722002879,2024-07-26 16:07:59+0200,1299.0,429.0,,,,,,
1722002819,2024-07-26 16:06:59+0200,1301.0,429.0,,,,,,
1722002759,2024-07-26 16:05:59+0200,1303.0,429.0,,,,,,
1722002700,2024-07-26 16:05:00+0200,1303.0,429.0,3808.0,26.721,4.195,0.023,9.202,-63.0
1722002640,2024-07-26 16:04:00+0200,1300.0,429.0,,,,,,
1722002580,2024-07-26 16:03:00+0200,1302.0,429.0,,,,,,
1722002520,2024-07-26 16:02:00+0200,1302.0,429.0,,,,,,
1722002460,2024-07-26 16:01:00+0200,952.0,351.0,,,,,,
1722002400,2024-07-26 16:00:00+0200,604.0,271.0,3773.0,27.131,4.199,0.019,9.213,-63.0
1722002340,2024-07-26 15:59:00+0200,601.0,271.0,,,,,,
1722002280,2024-07-26 15:58:00+0200,592.0,271.0,,,,,,
1722002220,2024-07-26 15:57:00+0200,589.0,272.0,,,,,,
1722002160,2024-07-26 15:56:00+0200,587.0,273.0,,,,,,
1722002097,2024-07-26 15:54:57+0200,583.0,274.0,3750.0,27.541,4.199,0.061,9.21,-63.0
1722002037,2024-07-26 15:53:57+0200,558.0,266.0,,,,,,
1722001977,2024-07-26 15:52:57+0200,283.0,175.0,,,,,,
1722001917,2024-07-26 15:51:57+0200,302.0,175.0,,,,,,
1722001857,2024-07-26 15:50:57+0200,302.0,175.0,,,,,,
1722001800,2024-07-26 15:50:00+0200,304.0,173.0,3731.0,26.721,4.194,0.023,9.204,-63.0
1722001740,2024-07-26 15:49:00+0200,304.0,172.0,,,,,,
1722001680,2024-07-26 15:48:00+0200,304.0,172.0,,,,,,
1722001620,2024-07-26 15:47:00+0200,160.0,72.0,,,,,,
1722001560,2024-07-26 15:46:00+0200,85.0,18.0,,,,,,
1722001500,2024-07-26 15:45:00+0200,428.0,220.0,3721.0,27.131,4.199,0.022,9.213,-63.0
1722001440,2024-07-26 15:44:00+0200,429.0,220.0,,,,,,
1722001380,2024-07-26 15:43:00+0200,428.0,220.0,,,,,,
1722001320,2024-07-26 15:42:00+0200,429.0,220.0,,,,,,
1722001260,2024-07-26 15:41:00+0200,427.0,220.0,,,,,,
1722001197,2024-07-26 15:39:57+0200,429.0,220.0,3703.0,27.541,4.2,0.061,9.213,-63.0
1722001137,2024-07-26 15:38:57+0200,371.0,195.0,,,,,,
1722001077,2024-07-26 15:37:57+0200,231.0,138.0,,,,,,
1722001017,2024-07-26 15:36:57+0200,231.0,138.0,,,,,,
1722000957,2024-07-26 15:35:57+0200,233.0,138.0,,,,,,
1722000900,2024-07-26 15:35:00+0200,232.0,138.0,3689.0,26.311,4.199,0.023,9.21,-63.0
1722000840,2024-07-26 15:34:00+0200,233.0,138.0,,,,,,
1722000780,2024-07-26 15:33:00+0200,227.0,138.0,,,,,,
1722000720,2024-07-26 15:32:00+0200,213.0,137.0,,,,,,
1722000660,2024-07-26 15:31:00+0200,215.0,138.0,,,,,,
1722000600,2024-07-26 15:30:00+0200,231.0,145.0,3677.0,27.131,4.199,0.033,9.213,-63.0
1722000540,2024-07-26 15:29:00+0200,280.0,163.0,,,,,,
1722000480,2024-07-26 15:28:00+0200,213.0,138.0,,,,,,
1722000420,2024-07-26 15:27:00+0200,211.0,138.0,,,,,,
1722000360,2024-07-26 15:26:00+0200,214.0,138.0,,,,,,
1722000297,2024-07-26 15:24:57+0200,211.0,138.0,3665.0,27.541,4.199,0.061,9.21,-63.0
1722000237,2024-07-26 15:23:57+0200,212.0,138.0,,,,,,
1722000177,2024-07-26 15:22:57+0200,246.0,151.0,,,,,,
1722000117,2024-07-26 15:21:57+0200,2563.0,574.0,,,,,,
1722000057,2024-07-26 15:20:57+0200,2731.0,605.0,,,,,,
1722000000,2024-07-26 15:20:00+0200,2734.0,605.0,3640.0,27.131,4.199,0.023,9.213,-63.0
1721999940,2024-07-26 15:19:00+0200,2730.0,605.0,,,,,,
1721999880,2024-07-26 15:18:00+0200,2734.0,605.0,,,,,,
1721999820,2024-07-26 15:17:00+0200,2728.0,604.0,,,,,,
1721999760,2024-07-26 15:16:00+0200,2729.0,604.0,,,,,,
1721999700,2024-07-26 15:15:00+0200,2731.0,605.0,3590.0,27.131,4.199,0.022,9.213,-63.0
1721999640,2024-07-26 15:14:00+0200,2744.0,605.0,,,,,,
1721999580,2024-07-26 15:13:00+0200,2360.0,559.0,,,,,,
1721999520,2024-07-26 15:12:00+0200,1538.0,459.0,,,,,,
1721999460,2024-07-26 15:11:00+0200,1535.0,459.0,,,,,,
1721999397,2024-07-26 15:09:57+0200,1534.0,459.0,3544.0,27.541,4.199,0.062,9.21,-63.0
1721999337,2024-07-26 15:08:57+0200,1535.0,459.0,,,,,,
1721999277,2024-07-26 15:07:57+0200,1537.0,459.0,,,,,,
1721999217,2024-07-26 15:06:57+0200,763.0,314.0,,,,,,
1721999157,2024-07-26 15:05:57+0200,671.0,297.0,,,,,,
1721999100,2024-07-26 15:05:00+0200,667.0,297.0,3510.0,26.311,4.199,0.023,9.213,-67.0
1721999040,2024-07-26 15:04:00+0200,669.0,295.0,,,,,,
1721998980,2024-07-26 15:03:00+0200,672.0,292.0,,,,,,
1721998920,2024-07-26 15:02:00+0200,679.0,278.0,,,,,,
1721998860,2024-07-26 15:01:00+0200,582.0,228.0,,,,,,
1721998800,2024-07-26 15:00:00+0200,337.0,148.0,3487.0,26.311,4.199,0.024,9.21,-67.0
1721998740,2024-07-26 14:59:00+0200,336.0,144.0,,,,,,
1721998680,2024-07-26 14:58:00+0200,336.0,142.0,,,,,,
1721998620,2024-07-26 14:57:00+0200,331.0,142.0,,,,,,
1721998560,2024-07-26 14:56:00+0200,326.0,143.0,,,,,,
1721998496,2024-07-26 14:54:56+0200,325.0,144.0,3474.0,27.131,4.199,0.062,9.213,-67.0
1721998436,2024-07-26 14:53:56+0200,123.0,38.0,,,,,,
1721998376,2024-07-26 14:52:56+0200,45.0,0.0,,,,,,
1721998316,2024-07-26 14:51:56+0200,45.0,0.0,,,,,,
1721998256,2024-07-26 14:50:56+0200,45.0,0.0,,,,,,
1721998200,2024-07-26 14:50:00+0200,47.0,0.0,3471.0,26.311,4.199,0.024,9.21,-65.0
1721998140,2024-07-26 14:49:00+0200,47.0,0.0,,,,,,
1721998080,2024-07-26 14:48:00+0200,47.0,0.0,,,,,,
1721998020,2024-07-26 14:47:00+0200,47.0,0.0,,,,,,
1721997960,2024-07-26 14:46:00+0200,46.0,0.0,,,,,,
1721997900,2024-07-26 14:45:00+0200,46.0,0.0,3471.0,26.311,4.199,0.024,9.21,-65.0
1721997840,2024-07-26 14:44:00+0200,47.0,0.0,,,,,,
1721997780,2024-07-26 14:43:00+0200,46.0,0.0,,,,,,
1721997720,2024-07-26 14:42:00+0200,46.0,0.0,,,,,,
1721997660,2024-07-26 14:41:00+0200,46.0,0.0,,,,,,
1721997600,2024-07-26 14:40:00+0200,46.0,0.0,3471.0,26.311,4.199,0.023,9.213,-65.0
1721997540,2024-07-26 14:39:00+0200,46.0,0.0,,,,,,
1721997480,2024-07-26 14:38:00+0200,46.0,0.0,,,,,,
1721997420,2024-07-26 14:37:00+0200,29.0,0.0,,,,,,
1721997360,2024-07-26 14:36:00+0200,25.0,0.0,,,,,,
1721997300,2024-07-26 14:35:00+0200,24.0,0.0,3471.0,27.131,4.199,0.055,9.213,-65.0
1721997240,2024-07-26 14:34:00+0200,25.0,0.0,,,,,,
1721997180,2024-07-26 14:33:00+0200,27.0,0.0,,,,,,
1721997120,2024-07-26 14:32:00+0200,31.0,0.0,,,,,,
1721997060,2024-07-26 14:31:00+0200,34.0,1.0,,,,,,
1721997015,2024-07-26 14:30:15+0200,,,3471.0,26.311,4.187,0.067,9.188,-65.0
